model_id,biological_unit_id,spearman,mae,rmse
CONSTANT_TRAINING_MEAN,009-0017,,0.25842281683871676,0.29846509685637573
CONSTANT_TRAINING_MEAN,009-0018,,0.25955662039486643,0.29976243254219087
CONSTANT_TRAINING_MEAN,009-0021,,0.2583636909561921,0.2983612121283453
CONSTANT_TRAINING_MEAN,009-0028,,0.26037345935139633,0.3006771988664102
CONSTANT_TRAINING_MEAN,009-0029,,0.2590715139102236,0.29925873278796383
CONSTANT_TRAINING_MEAN,009-0031,,0.2586137327168995,0.29871421373349427
CONSTANT_TRAINING_MEAN,009-0036,,0.26316309691601236,0.30374692369652795
CONSTANT_TRAINING_MEAN,009-0037,,0.2612061080834685,0.30157952391404735
CONSTANT_TRAINING_MEAN,009-0039,,0.26009880577836897,0.3003691205901727
CONSTANT_TRAINING_MEAN,009-0048,,0.25818923382883335,0.2982786366638927
CONSTANT_TRAINING_MEAN,010-0003,,0.271584637548649,0.31344063190871335
CONSTANT_TRAINING_MEAN,010-0036,,0.26752867401547303,0.3089216988628721
CONSTANT_TRAINING_MEAN,010-0037,,0.27481451879052643,0.31667811531966233
CONSTANT_TRAINING_MEAN,010-0040,,0.2684156378499999,0.3095933741849643
CONSTANT_TRAINING_MEAN,010-0041,,0.26578621504833244,0.30675062186566016
CONSTANT_TRAINING_MEAN,010-0045,,0.26927902711050494,0.31063133814026433
CONSTANT_TRAINING_MEAN,010-0047,,0.2707467050843249,0.3127012491071397
CONSTANT_TRAINING_MEAN,010-0048,,0.27350427350427353,0.31489665354582896
CONSTANT_TRAINING_MEAN,010-0051,,0.2701073919565492,0.31161490542484616
CONSTANT_TRAINING_MEAN,010-0052,,0.26963334900986985,0.31135743393923776
CONSTANT_TRAINING_MEAN,010-0056,,0.2690193858249209,0.31039082895568143
CONSTANT_TRAINING_MEAN,011-0002,,0.2586220061065726,0.29872199030530033
CONSTANT_TRAINING_MEAN,011-0007,,0.2591115692280154,0.2991470148306912
CONSTANT_TRAINING_MEAN,013-0006,,0.26219563219982833,0.3025314300709147
CONSTANT_TRAINING_MEAN,013-0008,,0.25958411750118116,0.2997501651534648
CONSTANT_TRAINING_MEAN,013-0021,,0.2580187172298187,0.2979774850173367
CONSTANT_TRAINING_MEAN,013-0032,,0.2581247423301467,0.2980946527079952
CONSTANT_TRAINING_MEAN,014-0024,,0.2617778605074431,0.3022295153744675
CONSTANT_TRAINING_MEAN,014-0032,,0.26222968429627347,0.30282534436324654
CONSTANT_TRAINING_MEAN,014-0036,,0.2607605561255898,0.30110843099462
CONSTANT_TRAINING_MEAN,014-0037,,0.2628834335091037,0.30355628004767177
CONSTANT_TRAINING_MEAN,014-0038,,0.25982844520979453,0.3000288385847626
CONSTANT_TRAINING_MEAN,014-0041,,0.26086554914007914,0.30119815483565215
CONSTANT_TRAINING_MEAN,014-0049,,0.2611958481042217,0.3016626546580667
CONSTANT_TRAINING_MEAN,014-0052,,0.2628438162458705,0.3033578185676675
CONSTANT_TRAINING_MEAN,014-0065,,0.26466787792747837,0.305452213332985
CONSTANT_TRAINING_MEAN,014-0066,,0.26031297470062653,0.3005525482464826
CONSTANT_TRAINING_MEAN,014-0068,,0.2614958099650681,0.30191130237696406
CONSTANT_TRAINING_MEAN,015-0005,,0.25944004425004225,0.29963576017682125
CONSTANT_TRAINING_MEAN,015-0007,,0.26128570027426645,0.3017636564204031
CONSTANT_TRAINING_MEAN,017-0071,,0.27401671829395874,0.31575483896819717
CONSTANT_TRAINING_MEAN,018-0004,,0.2586659162845769,0.2987459193686666
CONSTANT_TRAINING_MEAN,019-0003,,0.26787264012659384,0.30928263944775597
CONSTANT_TRAINING_MEAN,020-0004,,0.26059697653577724,0.30099736364781604
CONSTANT_TRAINING_MEAN,020-0006,,0.26005629457624935,0.3002327622678102
CONSTANT_TRAINING_MEAN,020-0007,,0.26001043160922166,0.30028357692974356
CONSTANT_TRAINING_MEAN,020-0011,,0.26079176052106057,0.3011811701383701
CONSTANT_TRAINING_MEAN,020-0014,,0.2661993012921113,0.3070213846643003
CONSTANT_TRAINING_MEAN,020-0015,,0.2589304384644145,0.2989362558181728
CONSTANT_TRAINING_MEAN,020-0016,,0.26145131610568034,0.3017867208261723
CONSTANT_TRAINING_MEAN,020-0017,,0.26398998473934165,0.304802030425951
CONSTANT_TRAINING_MEAN,020-0019,,0.261520134178502,0.30193269345198637
CONSTANT_TRAINING_MEAN,020-0029,,0.26001095522833684,0.30032186910474695
CONSTANT_TRAINING_MEAN,020-0032,,0.2611133056981219,0.3014651375147288
CONSTANT_TRAINING_MEAN,020-0034,,0.26292910011570486,0.30335705076474023
CONSTANT_TRAINING_MEAN,020-0035,,0.2637334356918061,0.3042488650521991
CONSTANT_TRAINING_MEAN,020-0036,,0.2601915435793565,0.30038249607889195
CONSTANT_TRAINING_MEAN,020-0037,,0.2624895178886777,0.30308031177604283
CONSTANT_TRAINING_MEAN,020-0038,,0.2614833292859287,0.3019381427789844
CONSTANT_TRAINING_MEAN,020-0039,,0.2629376387018164,0.3033638107540306
CONSTANT_TRAINING_MEAN,020-0040,,0.2646771146660733,0.30542813555670056
CONSTANT_TRAINING_MEAN,020-0042,,0.2604974286463799,0.3008205811552879
CONSTANT_TRAINING_MEAN,020-0044,,0.26057658070856793,0.30087009732941394
CONSTANT_TRAINING_MEAN,020-0055,,0.2592946877180345,0.29945645459779935
CONSTANT_TRAINING_MEAN,020-0057,,0.25909736766724917,0.2991306553977704
CONSTANT_TRAINING_MEAN,020-0058,,0.2608856839103512,0.30117775189447193
CONSTANT_TRAINING_MEAN,020-0061,,0.2607516867820512,0.3010479849069416
CONSTANT_TRAINING_MEAN,020-0069,,0.26357435322760636,0.30412762244676467
CONSTANT_TRAINING_MEAN,020-0071,,0.26075866116676594,0.30106297237730695
CONSTANT_TRAINING_MEAN,020-0072,,0.2602109547450227,0.30040592376341646
CONSTANT_TRAINING_MEAN,020-0073,,0.2660848438706882,0.3072388733110799
CONSTANT_TRAINING_MEAN,020-0075,,0.2592745199779613,0.29941139372415615
CONSTANT_TRAINING_MEAN,020-0076,,0.25918192578541344,0.2993717273846996
CONSTANT_TRAINING_MEAN,020-0085,,0.2589267971547017,0.29906002959904654
CONSTANT_TRAINING_MEAN,020-0086,,0.2592753927097389,0.2993753371283761
CONSTANT_TRAINING_MEAN,020-0087,,0.2633879930446522,0.30403910459745664
CONSTANT_TRAINING_MEAN,020-0088,,0.25867570180001176,0.29867915282291985
CONSTANT_TRAINING_MEAN,020-0090,,0.26259198673274065,0.3030394384954948
CONSTANT_TRAINING_MEAN,020-0091,,0.2645988258361422,0.30530490757504264
CONSTANT_TRAINING_MEAN,020-0092,,0.26151725326246233,0.3020084977169383
CONSTANT_TRAINING_MEAN,020-0096,,0.25949223084923756,0.29968150263272325
CONSTANT_TRAINING_MEAN,020-0097,,0.25928214608341243,0.2994114446617796
CONSTANT_TRAINING_MEAN,020-0099,,0.2600932392477203,0.30033542724612355
CONSTANT_TRAINING_MEAN,020-0100,,0.2619487335577104,0.3024542536929783
CONSTANT_TRAINING_MEAN,021-0002,,0.26651997361160734,0.3076326392144042
CONSTANT_TRAINING_MEAN,021-0004,,0.2671700109082281,0.30825845943613184
CONSTANT_TRAINING_MEAN,022-0004,,0.2660931595552259,0.3070842353201423
CONSTANT_TRAINING_MEAN,022-0010,,0.26690331359017944,0.3080854902426513
CONSTANT_TRAINING_MEAN,022-0011,,0.2605780573650134,0.3008606012439571
CONSTANT_TRAINING_MEAN,022-0013,,0.26368745255114523,0.3044239341998181
CONSTANT_TRAINING_MEAN,022-0014,,0.2646700103509925,0.3053059435430426
CONSTANT_TRAINING_MEAN,022-0017,,0.26189585311074437,0.30233757730024163
CONSTANT_TRAINING_MEAN,023-0001,,0.26044749504010645,0.3007054352100714
CONSTANT_TRAINING_MEAN,023-0004,,0.26841242456959113,0.3098713233863462
CONSTANT_TRAINING_MEAN,024-0001,,0.26216376952735726,0.30272989632858555
CONSTANT_TRAINING_MEAN,029-0004,,0.2594981590203307,0.299690085493838
CONSTANT_TRAINING_MEAN,029-0005,,0.2588290454440468,0.2989506384801942
SEQUENCE_RIDGE_FULL,001-0010,0.13569323582880097,0.2605767848429433,0.30041396400897125
SEQUENCE_RIDGE_FULL,001-0018,0.04083465390350062,0.2648928097076184,0.30718373863247994
SEQUENCE_RIDGE_FULL,001-0025,0.180618278861752,0.25103652070957533,0.29647826691442514
SEQUENCE_RIDGE_FULL,001-0031,0.03040921858579158,0.2643002430357421,0.3094773968393634
SEQUENCE_RIDGE_FULL,001-0033,0.08720501204830199,0.2620486455268872,0.3034458019199298
SEQUENCE_RIDGE_FULL,001-0035,0.07898875021212534,0.26264108794820124,0.30455704874304523
SEQUENCE_RIDGE_FULL,001-0040,0.06118268168830885,0.26003562947277636,0.30479923267100717
SEQUENCE_RIDGE_FULL,001-0041,0.1329618619618947,0.25786337885468535,0.30126270304495856
SEQUENCE_RIDGE_FULL,001-0044,0.10136646233799933,0.26178853747936326,0.3030159320341702
SEQUENCE_RIDGE_FULL,001-0048,0.06272985743999289,0.2621457503290109,0.3061054146023218
SEQUENCE_RIDGE_FULL,001-0051,-0.02625187905074053,0.26748612040149605,0.3112795731208436
SEQUENCE_RIDGE_FULL,001-0052,0.10588578983740275,0.25780174220568364,0.3029601797183357
SEQUENCE_RIDGE_FULL,001-0057,-0.0039071608014224,0.2649422664181978,0.30966399275217193
SEQUENCE_RIDGE_FULL,001-0060,0.1592641618852114,0.26282458754079824,0.2993144123069324
SEQUENCE_RIDGE_FULL,001-0061,0.14485187043536135,0.26237021376634617,0.3034643875489619
SEQUENCE_RIDGE_FULL,001-0062,0.05063045073068999,0.261491870329935,0.3078735069767532
SEQUENCE_RIDGE_FULL,001-0066,0.12670858305543903,0.26273687642106164,0.30246934394313973
SEQUENCE_RIDGE_FULL,001-0068,0.19759528168037624,0.2549948142322809,0.2984017576410313
SEQUENCE_RIDGE_FULL,003-0004,-0.00811182281770518,0.2761227822217746,0.3197706596099585
SEQUENCE_RIDGE_FULL,003-0006,0.07355798576291936,0.2651191159140366,0.306028908500834
SEQUENCE_RIDGE_FULL,004-0003,0.15115135100973937,0.25706720697603064,0.29988528178567847
SEQUENCE_RIDGE_FULL,005-0002,0.20034526547753803,0.2535969308971232,0.29803128460673134
SEQUENCE_RIDGE_FULL,005-0018,0.13732328850237635,0.25679047506521135,0.2983761212102488
SEQUENCE_RIDGE_FULL,005-0019,0.08269953882333651,0.2635864307351637,0.3049332395216443
SEQUENCE_RIDGE_FULL,005-0020,-0.052689739927591586,0.2797161425596836,0.32392493180591625
SEQUENCE_RIDGE_FULL,005-0024,-0.06691741946627874,0.2788502241785076,0.3204803073286551
SEQUENCE_RIDGE_FULL,005-0029,0.1547352943500624,0.25938073162694386,0.29933406797887835
SEQUENCE_RIDGE_FULL,005-0032,0.051304553222473716,0.2623134684013121,0.30634108626371565
SEQUENCE_RIDGE_FULL,005-0033,0.12074746295239655,0.2641971356385211,0.30304673975563223
SEQUENCE_RIDGE_FULL,005-0041,0.17113535736875396,0.2575450853652792,0.2965736777169593
SEQUENCE_RIDGE_FULL,005-0051,0.09641029715556967,0.26114521585607997,0.3031638946209224
SEQUENCE_RIDGE_FULL,005-0056,0.06788369149409798,0.26336647622058307,0.30618955894768035
SEQUENCE_RIDGE_FULL,007-0003,-0.0027688647404998878,0.2674244009096204,0.3111192840174297
SEQUENCE_RIDGE_FULL,007-0012,0.10264819620893792,0.2627119273479442,0.30205997814335256
SEQUENCE_RIDGE_FULL,007-0015,0.13137369762345225,0.26153136464233107,0.3016395904731462
SEQUENCE_RIDGE_FULL,007-0017,0.08187774422136132,0.26236398729686605,0.303545175297648
SEQUENCE_RIDGE_FULL,007-0024,0.1031448969057224,0.26457792759481413,0.3050757284027473
SEQUENCE_RIDGE_FULL,007-0025,0.1126558521391962,0.26553229957751223,0.30174070990337765
SEQUENCE_RIDGE_FULL,007-0026,0.07744300938870068,0.2677779237019372,0.30494570729644466
SEQUENCE_RIDGE_FULL,007-0027,0.11931049143082122,0.2624522827170642,0.30189011416647105
SEQUENCE_RIDGE_FULL,009-0006,0.03329461575306632,0.26573596219829254,0.3065645222245216
SEQUENCE_RIDGE_FULL,009-0008,0.07056859076930397,0.2626621051873482,0.3035401479012912
SEQUENCE_RIDGE_FULL,009-0011,0.013196478352164276,0.26714092832146036,0.3096074600974917
SEQUENCE_RIDGE_FULL,009-0016,0.11123089451889709,0.2608497221292023,0.3024463305772042
SEQUENCE_RIDGE_FULL,009-0017,0.03423109370073317,0.26319284451046104,0.30632629403610406
SEQUENCE_RIDGE_FULL,009-0018,0.07940036020298058,0.2605069956033776,0.3031515833510504
SEQUENCE_RIDGE_FULL,009-0021,0.04076187440628322,0.2666102664239404,0.3061247791808023
SEQUENCE_RIDGE_FULL,009-0028,-0.029927633236865713,0.26742629463177353,0.3115612753070496
SEQUENCE_RIDGE_FULL,009-0029,0.09711960456023908,0.2625758602973315,0.3036676680516832
SEQUENCE_RIDGE_FULL,009-0031,0.0706081427853559,0.2647551174935415,0.3045164957147069
SEQUENCE_RIDGE_FULL,009-0036,0.1876906601644233,0.25482807303751775,0.3007480848513775
SEQUENCE_RIDGE_FULL,009-0037,0.08216197642433101,0.2600261814727366,0.3065762781441499
SEQUENCE_RIDGE_FULL,009-0039,0.005664988080122615,0.26777605769889934,0.31044729453650144
SEQUENCE_RIDGE_FULL,009-0048,0.09819202390229022,0.25976763782734763,0.30185183539244176
SEQUENCE_RIDGE_FULL,010-0003,-0.21583416583416587,0.2907889209780721,0.33878714937960797
SEQUENCE_RIDGE_FULL,010-0036,-0.0195916484616175,0.279140692232622,0.3232199151784249
SEQUENCE_RIDGE_FULL,010-0037,-0.08834498834498834,0.29028087075465153,0.32922738513076744
SEQUENCE_RIDGE_FULL,010-0040,-0.1307485992268601,0.2854300037931381,0.32720804889676985
SEQUENCE_RIDGE_FULL,010-0041,-0.13501726108503603,0.2838520028286666,0.32830608500915587
SEQUENCE_RIDGE_FULL,010-0045,-0.21601731601731602,0.29495906834084423,0.3355049791387672
SEQUENCE_RIDGE_FULL,010-0047,-0.0586038961038961,0.2829155150199316,0.3287964795037369
SEQUENCE_RIDGE_FULL,010-0048,-0.013253413253413227,0.2808965493333306,0.32496383052350875
SEQUENCE_RIDGE_FULL,010-0051,0.005039810550646467,0.2748667867897582,0.32036565785903115
SEQUENCE_RIDGE_FULL,010-0052,0.05092640417717817,0.2818544155256366,0.3188808527661517
SEQUENCE_RIDGE_FULL,010-0056,-0.0593113800544141,0.27953838482042176,0.32156781399849965
SEQUENCE_RIDGE_FULL,011-0002,0.09765835479707102,0.2580243182887026,0.30202193689927287
SEQUENCE_RIDGE_FULL,011-0007,0.12303824978267168,0.2608134641465652,0.3009469227715861
SEQUENCE_RIDGE_FULL,013-0006,0.17695776551089643,0.2605154406365925,0.30080817604815113
SEQUENCE_RIDGE_FULL,013-0008,0.14314715056871805,0.25923854365710375,0.2996665250014309
SEQUENCE_RIDGE_FULL,013-0021,0.12956221198156684,0.2584898708595567,0.29834819346390157
SEQUENCE_RIDGE_FULL,013-0032,0.03211775710385276,0.2631722932444152,0.3062639521009001
SEQUENCE_RIDGE_FULL,014-0024,0.12092198208936104,0.26038723316126794,0.3039071901614025
SEQUENCE_RIDGE_FULL,014-0032,0.016633502107507036,0.2661548405640205,0.31077526691105606
SEQUENCE_RIDGE_FULL,014-0036,0.16233244440641548,0.26050117223841224,0.3002301447882797
SEQUENCE_RIDGE_FULL,014-0037,0.07380556475009248,0.2671379804350221,0.30769014285832375
SEQUENCE_RIDGE_FULL,014-0038,0.14570956431297988,0.2574558068731263,0.29937398675428606
SEQUENCE_RIDGE_FULL,014-0041,0.1737927734807436,0.25670753550398967,0.29789043028051165
SEQUENCE_RIDGE_FULL,014-0049,0.18668840841414233,0.25778205431126516,0.2972449481066531
SEQUENCE_RIDGE_FULL,014-0052,-0.006733351083213499,0.27329201808724346,0.313884638846526
SEQUENCE_RIDGE_FULL,014-0065,0.04147511986221664,0.26479065328633966,0.31290335596538976
SEQUENCE_RIDGE_FULL,014-0066,0.09760259208682294,0.26037081602177004,0.3043485083623873
SEQUENCE_RIDGE_FULL,014-0068,0.13366800583732366,0.25862713374049234,0.3022218529189077
SEQUENCE_RIDGE_FULL,015-0005,0.19013469987150755,0.25745593327150734,0.2966173573070423
SEQUENCE_RIDGE_FULL,015-0007,0.1112315636055398,0.2658530321334788,0.303685857454706
SEQUENCE_RIDGE_FULL,017-0071,-0.46273726273726273,0.31595683914655004,0.3582560567956309
SEQUENCE_RIDGE_FULL,018-0004,-0.001171739665163729,0.26513828200250067,0.30974733814580174
SEQUENCE_RIDGE_FULL,019-0003,-0.19894688644688643,0.29104543213060796,0.33659542117332464
SEQUENCE_RIDGE_FULL,020-0004,0.12315719025461877,0.25885161853370126,0.3013309583743807
SEQUENCE_RIDGE_FULL,020-0006,0.06931090714559276,0.2614966320122346,0.3047896682819318
SEQUENCE_RIDGE_FULL,020-0007,0.1037507380003945,0.2590613900788582,0.3027213616346415
SEQUENCE_RIDGE_FULL,020-0011,0.07273536425260563,0.2631748510783739,0.30676096225137733
SEQUENCE_RIDGE_FULL,020-0014,0.06748343591143244,0.26903615750657683,0.3097339470204209
SEQUENCE_RIDGE_FULL,020-0015,0.0963594741972024,0.265507499695522,0.3030735708763853
SEQUENCE_RIDGE_FULL,020-0016,0.0833844173316989,0.26025642587772674,0.30596375605778003
SEQUENCE_RIDGE_FULL,020-0017,0.09081235763631408,0.2686365559778965,0.30884907199782685
SEQUENCE_RIDGE_FULL,020-0019,0.08644722173326291,0.25816983636555785,0.30474673487456333
SEQUENCE_RIDGE_FULL,020-0029,0.10949562506095911,0.26704949264239747,0.3033355315449985
SEQUENCE_RIDGE_FULL,020-0032,0.09503706465330493,0.2614522152237343,0.30381117075878916
SEQUENCE_RIDGE_FULL,020-0034,-0.06907057921685285,0.2730018345407124,0.3165412634264416
SEQUENCE_RIDGE_FULL,020-0035,0.0688326870262354,0.2686629874369289,0.30934160391188303
SEQUENCE_RIDGE_FULL,020-0036,0.084032883098348,0.2653043753748073,0.3048410215150596
SEQUENCE_RIDGE_FULL,020-0037,0.028531796372875826,0.27170514248618194,0.31213786560588996
SEQUENCE_RIDGE_FULL,020-0038,0.014191407583243934,0.26917287615727287,0.31063865228811294
SEQUENCE_RIDGE_FULL,020-0039,0.0207007318985604,0.2717127874383245,0.3120990891350476
SEQUENCE_RIDGE_FULL,020-0040,-0.04712093107233771,0.27164374054931617,0.32008493516892966
SEQUENCE_RIDGE_FULL,020-0042,0.12370099342012578,0.2615836442307623,0.3023976895333432
SEQUENCE_RIDGE_FULL,020-0044,0.12401928068223951,0.26328072660674806,0.30230511230902357
SEQUENCE_RIDGE_FULL,020-0055,0.03583870367567229,0.26456858622154605,0.30709710353201203
SEQUENCE_RIDGE_FULL,020-0057,0.13657544542743782,0.25707024441420806,0.2992702814077711
SEQUENCE_RIDGE_FULL,020-0058,-0.07008742778519655,0.2717095194314908,0.31634942525290854
SEQUENCE_RIDGE_FULL,020-0061,0.009619347761662756,0.26770052362891145,0.31123438892536825
SEQUENCE_RIDGE_FULL,020-0069,0.1781036080200369,0.2591523180488058,0.30039259371485477
SEQUENCE_RIDGE_FULL,020-0071,0.10952845454399467,0.2655207213466958,0.3033399706664831
SEQUENCE_RIDGE_FULL,020-0072,0.06557960182706632,0.2605688442691382,0.30553132424723756
SEQUENCE_RIDGE_FULL,020-0073,0.08915957726484043,0.2631943823825388,0.31234772641020914
SEQUENCE_RIDGE_FULL,020-0075,0.09949408782465463,0.26031553967334414,0.30245954034047456
SEQUENCE_RIDGE_FULL,020-0076,0.11467019632203168,0.2631320275105136,0.3017154775007897
SEQUENCE_RIDGE_FULL,020-0085,0.15639612523268417,0.2587355831815204,0.2983851195292119
SEQUENCE_RIDGE_FULL,020-0086,0.1587455550208971,0.258182376006781,0.2977258928110773
SEQUENCE_RIDGE_FULL,020-0087,0.10641032431911186,0.2618411297066568,0.30618436110416664
SEQUENCE_RIDGE_FULL,020-0088,0.18034424950753553,0.25751238892935496,0.29610627648603083
SEQUENCE_RIDGE_FULL,020-0090,0.1488627571583159,0.2596348888083245,0.3029294117626547
SEQUENCE_RIDGE_FULL,020-0091,0.03740387383869821,0.26744399781811456,0.3129619041381841
SEQUENCE_RIDGE_FULL,020-0092,0.03931274039969691,0.2633789518479546,0.3083705576196922
SEQUENCE_RIDGE_FULL,020-0096,0.14196399785518415,0.2580461220731821,0.2995922989150876
SEQUENCE_RIDGE_FULL,020-0097,0.15806216557002453,0.2584713561696427,0.2987155861364484
SEQUENCE_RIDGE_FULL,020-0099,0.1183290850409215,0.25976607546188707,0.30205410929530035
SEQUENCE_RIDGE_FULL,020-0100,0.049222169654594576,0.26062882970437984,0.3094899466316635
SEQUENCE_RIDGE_FULL,021-0002,0.10066088881878356,0.2684926235782612,0.3118547362779286
SEQUENCE_RIDGE_FULL,021-0004,0.04856853672643146,0.2740842302355731,0.31556785002630283
SEQUENCE_RIDGE_FULL,022-0004,0.03927707086269742,0.27391896200843674,0.31511543082409965
SEQUENCE_RIDGE_FULL,022-0010,0.1858152716848369,0.250039293719799,0.30454653893794326
SEQUENCE_RIDGE_FULL,022-0011,0.03672182827096783,0.2659222469737236,0.30813728006780783
SEQUENCE_RIDGE_FULL,022-0013,-0.012274843112357789,0.27573393149210335,0.31537067135727676
SEQUENCE_RIDGE_FULL,022-0014,0.1270441479978647,0.2669360916253626,0.30678329242174873
SEQUENCE_RIDGE_FULL,022-0017,0.2042207790984138,0.25304644194395465,0.29710577712007497
SEQUENCE_RIDGE_FULL,023-0001,0.09718567620010399,0.2653568298401566,0.3042900003197934
SEQUENCE_RIDGE_FULL,023-0004,0.04043481028775146,0.27353373253459784,0.3178015344570211
SEQUENCE_RIDGE_FULL,024-0001,0.09110101098709354,0.26506898654804767,0.3066412468878011
SEQUENCE_RIDGE_FULL,029-0004,0.12927752110046162,0.2614006282066451,0.3002658587066395
SEQUENCE_RIDGE_FULL,029-0005,0.08187180868029723,0.26424627968467773,0.30376896143072685
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0010,0.12805273576504597,0.2636938617685738,0.3045950539980348
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0018,0.016347977290665592,0.26974837466590124,0.3121248397395012
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0025,0.15001398931501006,0.2577483805014017,0.30242362915294196
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0031,0.01365916136085748,0.2679491775369577,0.3134380833574885
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0033,0.09527367858863638,0.265359153262008,0.30708259054653736
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0035,0.07770616286104771,0.2645650540226202,0.30837362934178447
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0040,0.06189569369393357,0.26475799570385566,0.3090999701486613
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0041,0.1103704077444508,0.26369346600430454,0.3067776010515485
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0044,0.11048968889006841,0.2656868892411353,0.3069741439809125
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0048,0.04599130885036794,0.2652393599657984,0.31104153998667233
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0051,-0.013721973472447857,0.2698396262351593,0.31447816383643346
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0052,0.10604805767708994,0.26317402488007946,0.3071923623941916
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0057,-0.019281862237597362,0.2699753366458976,0.31427728785867937
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0060,0.12783463717246352,0.2690263964858431,0.30522650168898124
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0061,0.11849577375531714,0.26925388994153127,0.308645031087649
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0062,0.014991274915992354,0.2680121663804526,0.31348039357128876
