analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,source_condition_id,protein_source_identifier,quantification_column,author_reported_quantification
PMC7788026:RIPA-PC:545,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,545,RIPA-PC!A545:Q545,PMC7788026:RIPA_PC,P25205,Top3_normalized_RIPA,0.041177237705930909
PMC7788026:RIPA-PC:546,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,546,RIPA-PC!A546:Q546,PMC7788026:RIPA_PC,Q02878,Top3_normalized_RIPA,0.041111142621330705
PMC7788026:RIPA-PC:547,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,547,RIPA-PC!A547:Q547,PMC7788026:RIPA_PC,P35580,Top3_normalized_RIPA,0.041064435428213218
PMC7788026:RIPA-PC:548,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,548,RIPA-PC!A548:Q548,PMC7788026:RIPA_PC,P27816,Top3_normalized_RIPA,0.04106091035703454
PMC7788026:RIPA-PC:549,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,549,RIPA-PC!A549:Q549,PMC7788026:RIPA_PC,P68036,Top3_normalized_RIPA,0.041045047536730495
PMC7788026:RIPA-PC:550,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,550,RIPA-PC!A550:Q550,PMC7788026:RIPA_PC,Q32MZ4,Top3_normalized_RIPA,0.04094634554372751
PMC7788026:RIPA-PC:551,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,551,RIPA-PC!A551:Q551,PMC7788026:RIPA_PC,Q9NY12,Top3_normalized_RIPA,0.040930042089526129
PMC7788026:RIPA-PC:552,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,552,RIPA-PC!A552:Q552,PMC7788026:RIPA_PC,P17174,Top3_normalized_RIPA,0.040913738635324742
PMC7788026:RIPA-PC:553,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,553,RIPA-PC!A553:Q553,PMC7788026:RIPA_PC,P46781,Top3_normalized_RIPA,0.040909332296351394
PMC7788026:RIPA-PC:554,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,554,RIPA-PC!A554:Q554,PMC7788026:RIPA_PC,P16989,Top3_normalized_RIPA,0.040803588973669008
PMC7788026:RIPA-PC:555,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,555,RIPA-PC!A555:Q555,PMC7788026:RIPA_PC,O75937,Top3_normalized_RIPA,0.040711928310345431
PMC7788026:RIPA-PC:556,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,556,RIPA-PC!A556:Q556,PMC7788026:RIPA_PC,Q15366,Top3_normalized_RIPA,0.040677497177607699
PMC7788026:RIPA-PC:557,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,557,RIPA-PC!A557:Q557,PMC7788026:RIPA_PC,P05141,Top3_normalized_RIPA,0.040525099537875503
PMC7788026:RIPA-PC:558,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,558,RIPA-PC!A558:Q558,PMC7788026:RIPA_PC,Q12840,Top3_normalized_RIPA,0.040461903824319759
PMC7788026:RIPA-PC:559,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,559,RIPA-PC!A559:Q559,PMC7788026:RIPA_PC,P30044,Top3_normalized_RIPA,0.040390265565291079
PMC7788026:RIPA-PC:560,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,560,RIPA-PC!A560:Q560,PMC7788026:RIPA_PC,Q3KR16,Top3_normalized_RIPA,0.040217537077535864
PMC7788026:RIPA-PC:561,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,561,RIPA-PC!A561:Q561,PMC7788026:RIPA_PC,Q9UKY7,Top3_normalized_RIPA,0.04014747628785964
PMC7788026:RIPA-PC:562,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,562,RIPA-PC!A562:Q562,PMC7788026:RIPA_PC,P07814,Top3_normalized_RIPA,0.039790122197121171
PMC7788026:RIPA-PC:563,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,563,RIPA-PC!A563:Q563,PMC7788026:RIPA_PC,P11908,Top3_normalized_RIPA,0.039647356814384714
PMC7788026:RIPA-PC:564,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,564,RIPA-PC!A564:Q564,PMC7788026:RIPA_PC,Q14192,Top3_normalized_RIPA,0.039577736658605825
PMC7788026:RIPA-PC:565,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,565,RIPA-PC!A565:Q565,PMC7788026:RIPA_PC,Q13526,Top3_normalized_RIPA,0.039409855143721292
PMC7788026:RIPA-PC:566,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,566,RIPA-PC!A566:Q566,PMC7788026:RIPA_PC,O95425,Top3_normalized_RIPA,0.039408533242029288
PMC7788026:RIPA-PC:567,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,567,RIPA-PC!A567:Q567,PMC7788026:RIPA_PC,Q9NY33,Top3_normalized_RIPA,0.039399720564082592
PMC7788026:RIPA-PC:568,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,568,RIPA-PC!A568:Q568,PMC7788026:RIPA_PC,Q9NZL4,Top3_normalized_RIPA,0.039280749411802214
PMC7788026:RIPA-PC:569,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,569,RIPA-PC!A569:Q569,PMC7788026:RIPA_PC,P33176,Top3_normalized_RIPA,0.039116833601993695
PMC7788026:RIPA-PC:570,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,570,RIPA-PC!A570:Q570,PMC7788026:RIPA_PC,P49755,Top3_normalized_RIPA,0.039070126408876214
PMC7788026:RIPA-PC:571,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,571,RIPA-PC!A571:Q571,PMC7788026:RIPA_PC,P13489,Top3_normalized_RIPA,0.039033113161500099
PMC7788026:RIPA-PC:572,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,572,RIPA-PC!A572:Q572,PMC7788026:RIPA_PC,P33991,Top3_normalized_RIPA,0.038956442863363853
PMC7788026:RIPA-PC:573,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,573,RIPA-PC!A573:Q573,PMC7788026:RIPA_PC,Q9BS26,Top3_normalized_RIPA,0.038928242293934427
PMC7788026:RIPA-PC:574,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,574,RIPA-PC!A574:Q574,PMC7788026:RIPA_PC,Q06323,Top3_normalized_RIPA,0.038521977840591803
PMC7788026:RIPA-PC:575,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,575,RIPA-PC!A575:Q575,PMC7788026:RIPA_PC,P52292,Top3_normalized_RIPA,0.038494658538957054
PMC7788026:RIPA-PC:576,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,576,RIPA-PC!A576:Q576,PMC7788026:RIPA_PC,Q9UJU6,Top3_normalized_RIPA,0.038472626844090314
PMC7788026:RIPA-PC:577,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,577,RIPA-PC!A577:Q577,PMC7788026:RIPA_PC,O75533,Top3_normalized_RIPA,0.03841446316964213
PMC7788026:RIPA-PC:578,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,578,RIPA-PC!A578:Q578,PMC7788026:RIPA_PC,Q96EK6,Top3_normalized_RIPA,0.038378771823958019
PMC7788026:RIPA-PC:579,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,579,RIPA-PC!A579:Q579,PMC7788026:RIPA_PC,Q13243,Top3_normalized_RIPA,0.038351011888425927
PMC7788026:RIPA-PC:580,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,580,RIPA-PC!A580:Q580,PMC7788026:RIPA_PC,O00629,Top3_normalized_RIPA,0.038019214563732875
PMC7788026:RIPA-PC:581,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,581,RIPA-PC!A581:Q581,PMC7788026:RIPA_PC,Q9Y617,Top3_normalized_RIPA,0.038014367590862193
PMC7788026:RIPA-PC:582,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,582,RIPA-PC!A582:Q582,PMC7788026:RIPA_PC,Q92820,Top3_normalized_RIPA,0.037998064136660806
PMC7788026:RIPA-PC:583,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,583,RIPA-PC!A583:Q583,PMC7788026:RIPA_PC,P00491,Top3_normalized_RIPA,0.037965016594360704
PMC7788026:RIPA-PC:584,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,584,RIPA-PC!A584:Q584,PMC7788026:RIPA_PC,Q14320,Top3_normalized_RIPA,0.037907734187707182
PMC7788026:RIPA-PC:585,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,585,RIPA-PC!A585:Q585,PMC7788026:RIPA_PC,O75531,Top3_normalized_RIPA,0.037880414886072432
PMC7788026:RIPA-PC:586,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,586,RIPA-PC!A586:Q586,PMC7788026:RIPA_PC,P83916,Top3_normalized_RIPA,0.0378011800986537
PMC7788026:RIPA-PC:587,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,587,RIPA-PC!A587:Q587,PMC7788026:RIPA_PC,Q96AC1,Top3_normalized_RIPA,0.037778187821890775
PMC7788026:RIPA-PC:588,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,588,RIPA-PC!A588:Q588,PMC7788026:RIPA_PC,Q06210,Top3_normalized_RIPA,0.037703280059343869
PMC7788026:RIPA-PC:589,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,589,RIPA-PC!A589:Q589,PMC7788026:RIPA_PC,Q96I24,Top3_normalized_RIPA,0.037691823578013164
PMC7788026:RIPA-PC:590,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,590,RIPA-PC!A590:Q590,PMC7788026:RIPA_PC,A6NCN2,Top3_normalized_RIPA,0.03747062536155113
PMC7788026:RIPA-PC:591,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,591,RIPA-PC!A591:Q591,PMC7788026:RIPA_PC,P07384,Top3_normalized_RIPA,0.037290846731438558
PMC7788026:RIPA-PC:592,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,592,RIPA-PC!A592:Q592,PMC7788026:RIPA_PC,P60228,Top3_normalized_RIPA,0.037290846731438558
PMC7788026:RIPA-PC:593,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,593,RIPA-PC!A593:Q593,PMC7788026:RIPA_PC,P07996,Top3_normalized_RIPA,0.037252952216267766
PMC7788026:RIPA-PC:594,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,594,RIPA-PC!A594:Q594,PMC7788026:RIPA_PC,P12277,Top3_normalized_RIPA,0.037222107843454338
PMC7788026:RIPA-PC:595,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,595,RIPA-PC!A595:Q595,PMC7788026:RIPA_PC,O60610,Top3_normalized_RIPA,0.037169231775774171
PMC7788026:RIPA-PC:596,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,596,RIPA-PC!A596:Q596,PMC7788026:RIPA_PC,P20962,Top3_normalized_RIPA,0.037113711904709995
PMC7788026:RIPA-PC:597,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,597,RIPA-PC!A597:Q597,PMC7788026:RIPA_PC,P40616,Top3_normalized_RIPA,0.037092561477637925
PMC7788026:RIPA-PC:598,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,598,RIPA-PC!A598:Q598,PMC7788026:RIPA_PC,O94992,Top3_normalized_RIPA,0.037005315965965652
PMC7788026:RIPA-PC:599,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,599,RIPA-PC!A599:Q599,PMC7788026:RIPA_PC,P35221,Top3_normalized_RIPA,0.036983284271098912
PMC7788026:RIPA-PC:600,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,600,RIPA-PC!A600:Q600,PMC7788026:RIPA_PC,P30626,Top3_normalized_RIPA,0.036863431851023865
PMC7788026:RIPA-PC:601,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,601,RIPA-PC!A601:Q601,PMC7788026:RIPA_PC,O75822,Top3_normalized_RIPA,0.036830824942621097
PMC7788026:RIPA-PC:602,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,602,RIPA-PC!A602:Q602,PMC7788026:RIPA_PC,O15371,Top3_normalized_RIPA,0.036663384061633893
PMC7788026:RIPA-PC:603,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,603,RIPA-PC!A603:Q603,PMC7788026:RIPA_PC,P63208,Top3_normalized_RIPA,0.036605220387185708
PMC7788026:RIPA-PC:604,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,604,RIPA-PC!A604:Q604,PMC7788026:RIPA_PC,Q9NVP1,Top3_normalized_RIPA,0.036546175444942854
PMC7788026:RIPA-PC:605,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,605,RIPA-PC!A605:Q605,PMC7788026:RIPA_PC,P00505,Top3_normalized_RIPA,0.036475674021369302
PMC7788026:RIPA-PC:606,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,606,RIPA-PC!A606:Q606,PMC7788026:RIPA_PC,Q15056,Top3_normalized_RIPA,0.036462455004449258
PMC7788026:RIPA-PC:607,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,607,RIPA-PC!A607:Q607,PMC7788026:RIPA_PC,P62316,Top3_normalized_RIPA,0.036336433709811523
PMC7788026:RIPA-PC:608,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,608,RIPA-PC!A608:Q608,PMC7788026:RIPA_PC,Q9ULV4,Top3_normalized_RIPA,0.036179568042360361
PMC7788026:RIPA-PC:609,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,609,RIPA-PC!A609:Q609,PMC7788026:RIPA_PC,Q9Y2G5,Top3_normalized_RIPA,0.036101135208634776
PMC7788026:RIPA-PC:610,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,610,RIPA-PC!A610:Q610,PMC7788026:RIPA_PC,Q9Y5S9,Top3_normalized_RIPA,0.036089238093406736
PMC7788026:RIPA-PC:611,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,611,RIPA-PC!A611:Q611,PMC7788026:RIPA_PC,O75874,Top3_normalized_RIPA,0.036050902944338617
PMC7788026:RIPA-PC:612,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,612,RIPA-PC!A612:Q612,PMC7788026:RIPA_PC,Q9BXP5,Top3_normalized_RIPA,0.035999789412247789
PMC7788026:RIPA-PC:613,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,613,RIPA-PC!A613:Q613,PMC7788026:RIPA_PC,O43396,Top3_normalized_RIPA,0.035946032076772945
PMC7788026:RIPA-PC:614,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,614,RIPA-PC!A614:Q614,PMC7788026:RIPA_PC,Q16222,Top3_normalized_RIPA,0.035663145114684047
PMC7788026:RIPA-PC:615,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,615,RIPA-PC!A615:Q615,PMC7788026:RIPA_PC,Q99961,Top3_normalized_RIPA,0.035594406226699828
PMC7788026:RIPA-PC:616,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,616,RIPA-PC!A616:Q616,PMC7788026:RIPA_PC,Q15050,Top3_normalized_RIPA,0.035570611996243756
PMC7788026:RIPA-PC:617,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,617,RIPA-PC!A617:Q617,PMC7788026:RIPA_PC,P17812,Top3_normalized_RIPA,0.035524786070920945
PMC7788026:RIPA-PC:618,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,618,RIPA-PC!A618:Q618,PMC7788026:RIPA_PC,O00429,Top3_normalized_RIPA,0.035519498464152928
PMC7788026:RIPA-PC:619,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,619,RIPA-PC!A619:Q619,PMC7788026:RIPA_PC,Q9H4A4,Top3_normalized_RIPA,0.035350295047576384
PMC7788026:RIPA-PC:620,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,620,RIPA-PC!A620:Q620,PMC7788026:RIPA_PC,Q13347,Top3_normalized_RIPA,0.035295656444306878
PMC7788026:RIPA-PC:621,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,621,RIPA-PC!A621:Q621,PMC7788026:RIPA_PC,P54577,Top3_normalized_RIPA,0.035271862213850806
PMC7788026:RIPA-PC:622,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,622,RIPA-PC!A622:Q622,PMC7788026:RIPA_PC,Q96AY3,Top3_normalized_RIPA,0.035267015240980124
PMC7788026:RIPA-PC:623,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,623,RIPA-PC!A623:Q623,PMC7788026:RIPA_PC,P30520,Top3_normalized_RIPA,0.035189904308946543
PMC7788026:RIPA-PC:624,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,624,RIPA-PC!A624:Q624,PMC7788026:RIPA_PC,Q8WU90,Top3_normalized_RIPA,0.035180210363205178
PMC7788026:RIPA-PC:625,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,625,RIPA-PC!A625:Q625,PMC7788026:RIPA_PC,Q8IY81,Top3_normalized_RIPA,0.034966943556895169
PMC7788026:RIPA-PC:626,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,626,RIPA-PC!A626:Q626,PMC7788026:RIPA_PC,O43809,Top3_normalized_RIPA,0.03485986951984283
PMC7788026:RIPA-PC:627,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,627,RIPA-PC!A627:Q627,PMC7788026:RIPA_PC,Q9HC35,Top3_normalized_RIPA,0.034840040994462765
PMC7788026:RIPA-PC:628,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,628,RIPA-PC!A628:Q628,PMC7788026:RIPA_PC,P31942,Top3_normalized_RIPA,0.034529394096841776
PMC7788026:RIPA-PC:629,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,629,RIPA-PC!A629:Q629,PMC7788026:RIPA_PC,Q9P2J5,Top3_normalized_RIPA,0.034009005464089456
PMC7788026:RIPA-PC:630,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,630,RIPA-PC!A630:Q630,PMC7788026:RIPA_PC,Q12874,Top3_normalized_RIPA,0.033986092501428047
PMC7788026:RIPA-PC:631,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,631,RIPA-PC!A631:Q631,PMC7788026:RIPA_PC,Q9Y224,Top3_normalized_RIPA,0.033984770599736043
PMC7788026:RIPA-PC:632,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,632,RIPA-PC!A632:Q632,PMC7788026:RIPA_PC,O15067,Top3_normalized_RIPA,0.033351579689266032
PMC7788026:RIPA-PC:633,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,633,RIPA-PC!A633:Q633,PMC7788026:RIPA_PC,P21281,Top3_normalized_RIPA,0.033349817153676693
PMC7788026:RIPA-PC:634,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,634,RIPA-PC!A634:Q634,PMC7788026:RIPA_PC,Q9UI30,Top3_normalized_RIPA,0.033310600736813904
PMC7788026:RIPA-PC:635,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,635,RIPA-PC!A635:Q635,PMC7788026:RIPA_PC,P99999,Top3_normalized_RIPA,0.033208814306529583
PMC7788026:RIPA-PC:636,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,636,RIPA-PC!A636:Q636,PMC7788026:RIPA_PC,Q9Y5B9,Top3_normalized_RIPA,0.033131262740598667
PMC7788026:RIPA-PC:637,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,637,RIPA-PC!A637:Q637,PMC7788026:RIPA_PC,Q92900,Top3_normalized_RIPA,0.0330581175136411
PMC7788026:RIPA-PC:638,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,638,RIPA-PC!A638:Q638,PMC7788026:RIPA_PC,P35222,Top3_normalized_RIPA,0.032899154428838624
PMC7788026:RIPA-PC:639,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,639,RIPA-PC!A639:Q639,PMC7788026:RIPA_PC,P26640,Top3_normalized_RIPA,0.032851900849688448
PMC7788026:RIPA-PC:640,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,640,RIPA-PC!A640:Q640,PMC7788026:RIPA_PC,Q09028,Top3_normalized_RIPA,0.032770982840781893
PMC7788026:RIPA-PC:641,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,641,RIPA-PC!A641:Q641,PMC7788026:RIPA_PC,P13798,Top3_normalized_RIPA,0.032762892802426828
PMC7788026:RIPA-PC:642,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,642,RIPA-PC!A642:Q642,PMC7788026:RIPA_PC,O43598,Top3_normalized_RIPA,0.032674766022959878
PMC7788026:RIPA-PC:643,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,643,RIPA-PC!A643:Q643,PMC7788026:RIPA_PC,Q96P70,Top3_normalized_RIPA,0.032470311894596565
PMC7788026:RIPA-PC:644,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,644,RIPA-PC!A644:Q644,PMC7788026:RIPA_PC,P55010,Top3_normalized_RIPA,0.0324403487895778
PMC7788026:RIPA-PC:645,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,645,RIPA-PC!A645:Q645,PMC7788026:RIPA_PC,O00410,Top3_normalized_RIPA,0.032416554559121728
PMC7788026:RIPA-PC:646,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,646,RIPA-PC!A646:Q646,PMC7788026:RIPA_PC,Q92734,Top3_normalized_RIPA,0.032370728633798918
PMC7788026:RIPA-PC:647,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,647,RIPA-PC!A647:Q647,PMC7788026:RIPA_PC,P68402,Top3_normalized_RIPA,0.032360153420262883
PMC7788026:RIPA-PC:648,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,648,RIPA-PC!A648:Q648,PMC7788026:RIPA_PC,Q9UNF1,Top3_normalized_RIPA,0.032218269305321096
PMC7788026:RIPA-PC:649,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,649,RIPA-PC!A649:Q649,PMC7788026:RIPA_PC,P42224,Top3_normalized_RIPA,0.032181256057944981
PMC7788026:RIPA-PC:650,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,650,RIPA-PC!A650:Q650,PMC7788026:RIPA_PC,Q13547,Top3_normalized_RIPA,0.032083056387584963
PMC7788026:RIPA-PC:651,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,651,RIPA-PC!A651:Q651,PMC7788026:RIPA_PC,P49023,Top3_normalized_RIPA,0.032030999898953832
PMC7788026:RIPA-PC:652,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,652,RIPA-PC!A652:Q652,PMC7788026:RIPA_PC,Q9UHV9,Top3_normalized_RIPA,0.031860474580685291
PMC7788026:RIPA-PC:653,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,653,RIPA-PC!A653:Q653,PMC7788026:RIPA_PC,Q9Y3C1,Top3_normalized_RIPA,0.031756044347016961
PMC7788026:RIPA-PC:654,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,654,RIPA-PC!A654:Q654,PMC7788026:RIPA_PC,P09382,Top3_normalized_RIPA,0.0316119570625885
