target_observation_id,outer_fold_id,split_role,source_id,laboratory_anchor,canonical_accession,measurement_batch_id,biological_unit_id,source_asset_id,source_row,source_coordinate,source_identifier,author_numeric_value,source_local_rank_percentile,source_batch_positive_count,target_membership_basis,cross_source_scale_use,target_universe_count
T238_0677b3355d1bedf87a2d,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06576,PMC6592156:TEMPERATURE:41 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,19,Temperature!Q19,P06576,7.7366439290723106,0.72621809744779586,432,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_09c196fb35e1707635c9,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:TEMPERATURE:47 °C:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,224,Temperature!T224,P11021,7.1578200191371844,0.42391304347826086,277,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_0a69340e4f70225aec14,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P26038,PMC6592156:TEMPERATURE:4 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,317,Temperature!C317,P26038,6.7603015355096314,0.31318681318681318,365,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_0bb588bbb6d3b9378775,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P05556,PMC6592156:PH:pH 8.9:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,73,pH!S73,P05556,7.0678504614776321,0.4503105590062112,323,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_0e08c7b3d638d706732b,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:PH:pH 6.1:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,5,pH!I5,P06396,7.7368003875630817,0.77470355731225293,254,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_0e9d621e531f02f45a3a,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06576,PMC6592156:TEMPERATURE:30 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,19,Temperature!K19,P06576,7.1181235944517232,0.62857142857142856,386,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_10c5e8b44520fc2aa355,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,Q9HDC9,PMC6592156:PH:pH 4.9:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,322,pH!D322,Q9HDC9,6.9254334615792503,0.37558685446009388,214,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_1277998bb9976d93bea9,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:TEMPERATURE:17 °C:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,6,Temperature!H6,P06396,7.9750786797051774,0.80333333333333334,301,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_12e185a24a9090ce4ebe,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P04004,PMC6592156:TEMPERATURE:41 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,18,Temperature!Q18,P04004,9.6906908907565104,0.9860788863109049,432,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_13b18af0104031482d55,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,Q9HDC9,PMC6592156:PH:pH 8.9:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,322,pH!T322,Q9HDC9,6.0141928999404479,0.041379310344827586,291,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_14206c1646f3a8594212,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P04004,PMC6592156:PH:pH 4.9:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,26,pH!E26,P04004,8.8203650855273796,0.91363636363636369,221,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_148211cfe0251800419f,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P05556,PMC6592156:TEMPERATURE:4 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,228,Temperature!C228,P05556,7.0114028929192918,0.43406593406593408,365,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_15459aae704d88956534,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:PH:pH 6.1:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,5,pH!G5,P06396,7.6354930071797762,0.82572614107883813,242,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_15719001f054b43169b2,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06576,PMC6592156:PH:pH 8.9:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,192,pH!U192,P06576,7.1682243108258534,0.43450479233226835,314,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_1599ee1befe3a8649b87,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,Q9HDC9,PMC6592156:TEMPERATURE:41 °C:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,70,Temperature!P70,Q9HDC9,7.4366418842613298,0.58515283842794763,459,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_16737212695645d6c99c,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P60174,PMC6592156:PH:pH 8.9:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,248,pH!S248,P60174,5.8513873690288651,0.031055900621118012,323,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_18a5de72d9cc9788c585,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:TEMPERATURE:4 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,6,Temperature!E6,P06396,8.1950045527629758,0.83776595744680848,377,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_19c54840f10af2cc5418,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:TEMPERATURE:47 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,6,Temperature!U6,P06396,9.1630369331767039,0.9296875,257,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_1a0693a9a6c952c0b37a,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P07996,PMC6592156:PH:pH 6.8:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,70,pH!M70,P07996,7.9480859792639356,0.83916083916083917,287,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_1ba1ae7f8c6afc8400f8,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06576,PMC6592156:TEMPERATURE:41 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,19,Temperature!O19,P06576,7.8284223558850838,0.76645435244161364,472,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_1ed3e55a48d423da22a5,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06576,PMC6592156:PH:pH 6.8:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,192,pH!K192,P06576,6.8021059802316657,0.41868512110726641,290,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_1f0ba70a7591e1aa6edb,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P04004,PMC6592156:PH:pH 4.9:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,26,pH!C26,P04004,9.2724205639627257,0.94285714285714284,211,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_2103b2c9d9b212ba91c2,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P26038,PMC6592156:PH:pH 8.9:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,152,pH!T152,P26038,7.6918890959401596,0.6586206896551724,291,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_259f2c2cca79b692b928,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P07996,PMC6592156:PH:pH 7.7:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,70,pH!O70,P07996,7.7283811843022434,0.79931972789115646,295,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_260a61fa16f87ff90914,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P07996,PMC6592156:TEMPERATURE:17 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,101,Temperature!G101,P07996,7.8575305596881586,0.83881578947368418,305,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_27246b9a2f404de06f45,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:TEMPERATURE:41 °C:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,224,Temperature!P224,P11021,7.9039134063017444,0.74017467248908297,459,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_27509e81eae3250d660c,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:PH:pH 4.9:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,5,pH!E5,P06396,8.2858631647527741,0.82727272727272727,221,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_285c1e8aa0ab7c0fc03c,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:PH:pH 8.9:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,208,pH!S208,P11021,7.0398659997769313,0.43788819875776397,323,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_28b9183bee365a664a40,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P05556,PMC6592156:PH:pH 6.8:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,73,pH!L73,P05556,6.4994634458261231,0.44169611307420492,284,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_28f38e3d432572d283f0,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P05556,PMC6592156:PH:pH 8.9:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,73,pH!U73,P05556,7.2110457005228303,0.45047923322683708,314,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_2d04b26c64aa674b3b1f,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P26038,PMC6592156:PH:pH 7.7:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,152,pH!Q152,P26038,6.9542416779791809,0.36332179930795849,290,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_2d773204eaa8ecc9588a,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P05556,PMC6592156:TEMPERATURE:17 °C:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,228,Temperature!H228,P05556,7.0062261468126792,0.46666666666666667,301,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_2d9fa818095b47273f6d,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P26038,PMC6592156:TEMPERATURE:41 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,317,Temperature!O317,P26038,7.0264443867862001,0.43524416135881105,472,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_2f48b69a5881abce5356,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06576,PMC6592156:PH:pH 8.9:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,192,pH!S192,P06576,7.2022686685487374,0.49689440993788819,323,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_2f6c8ce025a5d5752335,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:PH:pH 8.9:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,208,pH!U208,P11021,7.1339868556369241,0.4281150159744409,314,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_317cad37a8a72a02ff39,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P26038,PMC6592156:TEMPERATURE:41 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,317,Temperature!Q317,P26038,6.747556899455339,0.29930394431554525,432,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_319829928e44e6ecf0f6,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:PH:pH 6.8:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,208,pH!L208,P11021,6.6209381839546708,0.53356890459363959,284,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_31e3126e4cad69cc951a,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P07996,PMC6592156:PH:pH 6.8:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,70,pH!K70,P07996,7.7400288161333508,0.77508650519031141,290,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_31ee7cdcfbee4dffeaee,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:TEMPERATURE:17 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,224,Temperature!G224,P11021,7.1145148062867296,0.57565789473684215,305,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_33d7efd74489f411fe26,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P26038,PMC6592156:PH:pH 6.8:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,152,pH!L152,P26038,6.393285304749706,0.39929328621908128,284,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_33f3d99de7bc83064dac,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,Q9HDC9,PMC6592156:TEMPERATURE:17 °C:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,70,Temperature!H70,Q9HDC9,6.7652484400521162,0.31666666666666665,301,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_3460781057b664dd3b29,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:TEMPERATURE:30 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,6,Temperature!M6,P06396,7.3619661134903076,0.84457478005865105,342,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_3608c3231515b39f6b29,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:TEMPERATURE:41 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,224,Temperature!O224,P11021,7.8534921522501788,0.78343949044585992,472,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_38298c6782e6f0eb4141,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,Q9HDC9,PMC6592156:TEMPERATURE:17 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,70,Temperature!G70,Q9HDC9,6.2932608759080306,0.22039473684210525,305,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_386cbd77afc6710d143b,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,Q9HDC9,PMC6592156:TEMPERATURE:4 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,70,Temperature!E70,Q9HDC9,6.3087623084365596,0.11170212765957446,377,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_39958f2cb4d7bd705d05,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P60174,PMC6592156:PH:pH 4.9:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,248,pH!E248,P60174,6.125397518910944,0.19090909090909092,221,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_39b485bcf5679f604af0,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P11021,PMC6592156:PH:pH 8.9:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,208,pH!T208,P11021,6.3700405407288896,0.13793103448275862,291,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_39c826b3acd49f85940a,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,Q9HDC9,PMC6592156:PH:pH 6.1:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,322,pH!G322,Q9HDC9,3.8676224322095121,0,242,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_3c60caf6412029ec2fcc,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P07996,PMC6592156:TEMPERATURE:47 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,101,Temperature!U101,P07996,7.3300590836619222,0.4453125,257,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_3dbb068c515dc1252166,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P60174,PMC6592156:PH:pH 4.9:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,248,pH!C248,P60174,5.9458824940187132,0.047619047619047616,211,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
T238_3edd500152e3e4ced845,T238_OUTER_01,DEVELOPMENT,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,P06396,PMC6592156:TEMPERATURE:4 °C:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,6,Temperature!D6,P06396,8.1984648119903909,0.8418230563002681,374,DEVELOPMENT_SOURCES_ONLY,PROHIBITED,9
