resample,selected_alpha,null_subject_equal_mean_spearman
76,0.01,0.13459094125994675
77,100.0,-0.029300357150210465
78,100.0,-0.03740144397338084
79,100.0,-0.11202424026450732
80,0.01,-0.08639158011625292
81,1.0,0.018198804362560408
82,0.01,-0.08800445424926881
83,10.0,-0.05837468352277023
84,100.0,-0.3493462681427226
85,100.0,0.09623547687949352
86,10.0,0.2839315901340562
87,0.1,-0.10319539710224486
88,10.0,0.2720384333588616
89,100.0,-0.05269261706461095
90,10.0,-0.005721759885308536
91,10.0,-0.02239833468552887
92,100.0,-0.13711363140757302
93,100.0,-0.1512603637166737
94,100.0,-0.05098023949370936
95,10.0,-0.16336457916624658
96,100.0,0.040070213458557824
97,0.01,-0.010917967203791793
98,100.0,-0.04989124951791937
99,100.0,-0.24551335556719325
100,10.0,0.06785306018025558
101,100.0,0.07914717147152729
102,1.0,-0.027758311245164265
103,100.0,0.10208041360636233
104,10.0,-0.06059232955361183
105,10.0,-0.016014746820116665
106,1.0,-0.159187042181684
107,100.0,0.15099902602064422
108,100.0,-0.09729336793078577
109,100.0,0.22532659011311895
110,100.0,0.011384738283863624
111,0.1,-0.07016653534143469
112,10.0,-0.1312946495431948
113,100.0,-0.007820267285839051
114,0.01,0.28548252129780394
115,100.0,0.018367652420646974
116,10.0,-0.13828200266916402
117,100.0,-0.20910658489952216
118,10.0,-0.16847837700993418
119,100.0,-0.025460278811888063
120,100.0,-0.1190443410284302
121,0.1,0.011174483799659038
122,0.1,0.031076834238894905
123,0.01,-0.12785396080588338
124,10.0,0.05867356951465277
125,10.0,0.10493112312880488
126,0.01,-0.13242155285709373
127,100.0,0.004280129995516546
128,1.0,0.022193362075999843
129,0.01,0.21623996280600094
130,0.1,0.01543758064386056
131,0.01,-0.09397069754397215
132,100.0,-0.057533895497982816
133,0.1,0.04380413409410573
134,10.0,-0.1388928406316152
135,100.0,-0.20490492815690453
136,10.0,0.003499321710495203
137,100.0,-0.25228997611651843
138,0.01,0.11625543323847519
139,100.0,-0.04649821389333969
140,10.0,-0.1265297146278932
141,100.0,-0.06439642328213249
142,0.01,0.14285670921958393
143,0.01,0.01428122718758861
144,0.01,0.07245264560103237
145,0.01,0.17038658082556576
146,1.0,0.13248524668873007
147,0.01,0.14226497813927014
148,0.01,-0.03735822474910289
149,0.01,0.1228059469393079
150,100.0,-0.07825709918599566
151,1.0,0.08846265068282812
152,10.0,0.025523737388647973
153,100.0,-0.14073894696812594
154,100.0,0.21549405633444266
155,0.1,0.12617493339283903
156,1.0,0.03976150286531163
157,100.0,-0.2730424152542325
158,1.0,-0.18801336927390666
159,1.0,-0.037294102318407026
160,0.01,0.08885343481560222
161,10.0,0.04942774164216091
162,10.0,-0.2183651239017341
163,10.0,0.02230940417661894
164,100.0,0.06390489064593319
165,100.0,-0.2839339028389569
166,0.1,0.1060264393786394
167,100.0,-0.14723239317922976
168,0.1,-0.107509664888261
169,100.0,-0.04372411243397256
170,10.0,-0.017689267673301125
171,10.0,0.21990109560808352
172,100.0,0.14734854369218617
173,100.0,-0.06774802470238184
174,100.0,0.09808561211706826
175,10.0,0.01086365507817808
176,0.01,0.2778806160074165
177,100.0,0.14560129078702344
178,100.0,0.0987982797153133
179,0.1,-0.18858699576764726
180,100.0,-0.12938104911834586
181,0.1,-0.07915027327293922
182,100.0,0.007587755325874528
183,10.0,0.006488511907260897
184,100.0,-0.09150279268400258
185,0.01,-0.04728243175690511
186,0.01,-0.07307905557627281
187,10.0,-0.3757078522030937
188,10.0,-0.08707627607091463
189,100.0,0.16210583446699345
190,1.0,-0.005625183637888776
191,100.0,-0.14909243552486715
192,0.01,-0.006721343676559898
193,0.01,-0.009236910325948488
194,0.1,-0.15334116934500094
195,0.01,-0.10302414600213272
196,0.01,0.09430111545247387
197,100.0,-0.020536260403694384
198,0.01,-0.056196646405534276
199,100.0,0.0727486058891714
200,100.0,0.020349540781494684
201,100.0,-0.2658741541488276
202,100.0,0.16097964334409476
203,0.1,-0.2028406056131516
204,100.0,-0.19003614806590755
205,0.01,0.26510974933531156
206,0.01,0.00786542606690381
207,10.0,0.059473371004139824
208,0.01,0.001955042332975738
209,100.0,-0.22631486422824784
210,10.0,-0.11651339480154803
211,0.01,0.08012200329472147
212,100.0,-0.049528426585057184
213,0.01,-0.2197757956222954
214,100.0,-0.16355390510856022
215,100.0,-0.10241429622956696
216,0.01,0.1257208918732701
217,0.01,-0.0855035659955911
218,100.0,-0.26160784992400266
219,100.0,0.0013652585143668454
220,100.0,-0.21422314980872467
221,0.01,0.1136645591752181
222,100.0,-0.11493952786047773
223,1.0,0.015724977204376014
224,0.01,-0.0660773210716862
225,10.0,-0.060096828358242045
226,100.0,-0.048374321636877625
227,100.0,-0.05525450262171366
228,0.1,-0.23465695085482083
229,0.01,0.031187051641142053
230,100.0,0.024663704670116384
231,0.01,0.02089565475058131
232,0.1,-0.16535170454264136
233,100.0,0.09741053027587503
234,1.0,0.021162132845273345
235,100.0,0.13791402197248157
236,0.01,-0.07389796394212982
237,10.0,0.07096226667652306
238,100.0,-0.07638052253975446
239,100.0,-0.20841028706322295
240,10.0,-0.10493232511074559
241,10.0,-0.06599241440997172
242,0.1,0.03650323386968988
243,0.01,-0.03171761797848533
244,100.0,-0.11131236593933364
245,0.01,0.09273071993547356
246,100.0,-0.116425979009571
247,1.0,-0.004711383212575047
248,0.01,0.05870246722974236
249,10.0,0.0483111076970325
250,10.0,-0.039378525707987805
251,10.0,-0.1518044074784888
252,0.01,-0.06565151163037598
253,100.0,-0.06880015939815709
254,0.01,-0.21729665050887803
255,100.0,-0.22467656766575506
256,0.01,-0.20813799696191837
