source_id,laboratory_anchor,source_asset_id,source_worksheet,source_row,source_coordinate,source_identifier,condition_kind,condition_label,replicate_label,measurement_batch_id,author_quantity_type,author_numeric_value,author_value_state,rank_target_eligible
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!G339,P48681,PH,pH 6.1,Rep1,PMC6592156:PH:pH 6.1:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,5.9963289248922633,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!H339,P48681,PH,pH 6.1,Rep2,PMC6592156:PH:pH 6.1:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.5289589577641296,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!I339,P48681,PH,pH 6.1,Rep3,PMC6592156:PH:pH 6.1:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!K339,P48681,PH,pH 6.8,Rep1,PMC6592156:PH:pH 6.8:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.340533220734204,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!L339,P48681,PH,pH 6.8,Rep2,PMC6592156:PH:pH 6.8:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,5.7867599439877759,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!M339,P48681,PH,pH 6.8,Rep3,PMC6592156:PH:pH 6.8:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.1816056759811211,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!O339,P48681,PH,pH 7.7,Rep1,PMC6592156:PH:pH 7.7:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!P339,P48681,PH,pH 7.7,Rep2,PMC6592156:PH:pH 7.7:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.9078575644412554,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!Q339,P48681,PH,pH 7.7,Rep3,PMC6592156:PH:pH 7.7:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.6894509363251506,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!S339,P48681,PH,pH 8.9,Rep1,PMC6592156:PH:pH 8.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.3140990632952843,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!T339,P48681,PH,pH 8.9,Rep2,PMC6592156:PH:pH 8.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.6435232502324633,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,339,pH!U339,P48681,PH,pH 8.9,Rep3,PMC6592156:PH:pH 8.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,7.079078859495703,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!C340,P17301,PH,pH 4.9,Rep1,PMC6592156:PH:pH 4.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!D340,P17301,PH,pH 4.9,Rep2,PMC6592156:PH:pH 4.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!E340,P17301,PH,pH 4.9,Rep3,PMC6592156:PH:pH 4.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!G340,P17301,PH,pH 6.1,Rep1,PMC6592156:PH:pH 6.1:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!H340,P17301,PH,pH 6.1,Rep2,PMC6592156:PH:pH 6.1:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.5681817695377864,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!I340,P17301,PH,pH 6.1,Rep3,PMC6592156:PH:pH 6.1:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.6476655608248469,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!K340,P17301,PH,pH 6.8,Rep1,PMC6592156:PH:pH 6.8:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.4725682312499302,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!L340,P17301,PH,pH 6.8,Rep2,PMC6592156:PH:pH 6.8:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.1962218748688862,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!M340,P17301,PH,pH 6.8,Rep3,PMC6592156:PH:pH 6.8:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.4017288067068971,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!O340,P17301,PH,pH 7.7,Rep1,PMC6592156:PH:pH 7.7:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.3782035716805483,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!P340,P17301,PH,pH 7.7,Rep2,PMC6592156:PH:pH 7.7:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.4568089589855164,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!Q340,P17301,PH,pH 7.7,Rep3,PMC6592156:PH:pH 7.7:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.9146855955209787,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!S340,P17301,PH,pH 8.9,Rep1,PMC6592156:PH:pH 8.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.638491176316375,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!T340,P17301,PH,pH 8.9,Rep2,PMC6592156:PH:pH 8.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,340,pH!U340,P17301,PH,pH 8.9,Rep3,PMC6592156:PH:pH 8.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.6971294560854391,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!C341,Q9NQC3,PH,pH 4.9,Rep1,PMC6592156:PH:pH 4.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!D341,Q9NQC3,PH,pH 4.9,Rep2,PMC6592156:PH:pH 4.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!E341,Q9NQC3,PH,pH 4.9,Rep3,PMC6592156:PH:pH 4.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,5.930471197205919,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!G341,Q9NQC3,PH,pH 6.1,Rep1,PMC6592156:PH:pH 6.1:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!H341,Q9NQC3,PH,pH 6.1,Rep2,PMC6592156:PH:pH 6.1:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.1938200260161116,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!I341,Q9NQC3,PH,pH 6.1,Rep3,PMC6592156:PH:pH 6.1:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!K341,Q9NQC3,PH,pH 6.8,Rep1,PMC6592156:PH:pH 6.8:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.3488097057545412,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!L341,Q9NQC3,PH,pH 6.8,Rep2,PMC6592156:PH:pH 6.8:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.2290542473595458,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!M341,Q9NQC3,PH,pH 6.8,Rep3,PMC6592156:PH:pH 6.8:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.2589649453513907,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!O341,Q9NQC3,PH,pH 7.7,Rep1,PMC6592156:PH:pH 7.7:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.176299982032714,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!P341,Q9NQC3,PH,pH 7.7,Rep2,PMC6592156:PH:pH 7.7:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.2677321775633743,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!Q341,Q9NQC3,PH,pH 7.7,Rep3,PMC6592156:PH:pH 7.7:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.6326981393517714,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!S341,Q9NQC3,PH,pH 8.9,Rep1,PMC6592156:PH:pH 8.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.7591564812381,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!T341,Q9NQC3,PH,pH 8.9,Rep2,PMC6592156:PH:pH 8.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,341,pH!U341,Q9NQC3,PH,pH 8.9,Rep3,PMC6592156:PH:pH 8.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.9972400591876172,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!C342,P62258,PH,pH 4.9,Rep1,PMC6592156:PH:pH 4.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!D342,P62258,PH,pH 4.9,Rep2,PMC6592156:PH:pH 4.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!E342,P62258,PH,pH 4.9,Rep3,PMC6592156:PH:pH 4.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,5.585728227619664,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!G342,P62258,PH,pH 6.1,Rep1,PMC6592156:PH:pH 6.1:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,5.2476822920957531,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!H342,P62258,PH,pH 6.1,Rep2,PMC6592156:PH:pH 6.1:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.1290071708794658,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!I342,P62258,PH,pH 6.1,Rep3,PMC6592156:PH:pH 6.1:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,5.5753553290306863,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!K342,P62258,PH,pH 6.8,Rep1,PMC6592156:PH:pH 6.8:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.3393026727168973,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!L342,P62258,PH,pH 6.8,Rep2,PMC6592156:PH:pH 6.8:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,5.0949617778717284,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!M342,P62258,PH,pH 6.8,Rep3,PMC6592156:PH:pH 6.8:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,5.6931351921422602,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!O342,P62258,PH,pH 7.7,Rep1,PMC6592156:PH:pH 7.7:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,5.9687874713618356,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!P342,P62258,PH,pH 7.7,Rep2,PMC6592156:PH:pH 7.7:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.228473520014064,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!Q342,P62258,PH,pH 7.7,Rep3,PMC6592156:PH:pH 7.7:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.4529235022310472,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!S342,P62258,PH,pH 8.9,Rep1,PMC6592156:PH:pH 8.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.3979518601184759,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!T342,P62258,PH,pH 8.9,Rep2,PMC6592156:PH:pH 8.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.0176259138488284,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,342,pH!U342,P62258,PH,pH 8.9,Rep3,PMC6592156:PH:pH 8.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.5154587717625283,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!C343,P16403,PH,pH 4.9,Rep1,PMC6592156:PH:pH 4.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!D343,P16403,PH,pH 4.9,Rep2,PMC6592156:PH:pH 4.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!E343,P16403,PH,pH 4.9,Rep3,PMC6592156:PH:pH 4.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!G343,P16403,PH,pH 6.1,Rep1,PMC6592156:PH:pH 6.1:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.0830411527293071,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!H343,P16403,PH,pH 6.1,Rep2,PMC6592156:PH:pH 6.1:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!I343,P16403,PH,pH 6.1,Rep3,PMC6592156:PH:pH 6.1:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!K343,P16403,PH,pH 6.8,Rep1,PMC6592156:PH:pH 6.8:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.5782627925847201,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!L343,P16403,PH,pH 6.8,Rep2,PMC6592156:PH:pH 6.8:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.2348702514918672,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!M343,P16403,PH,pH 6.8,Rep3,PMC6592156:PH:pH 6.8:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.2194687739344507,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!O343,P16403,PH,pH 7.7,Rep1,PMC6592156:PH:pH 7.7:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.1841649056856882,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!P343,P16403,PH,pH 7.7,Rep2,PMC6592156:PH:pH 7.7:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.4157260616638814,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!Q343,P16403,PH,pH 7.7,Rep3,PMC6592156:PH:pH 7.7:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.3798469814666534,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!S343,P16403,PH,pH 8.9,Rep1,PMC6592156:PH:pH 8.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.8210452016682064,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!T343,P16403,PH,pH 8.9,Rep2,PMC6592156:PH:pH 8.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.9644889274101054,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,343,pH!U343,P16403,PH,pH 8.9,Rep3,PMC6592156:PH:pH 8.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.808042631166213,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,344,pH!C344,Q76LX8,PH,pH 4.9,Rep1,PMC6592156:PH:pH 4.9:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.303623555893533,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,344,pH!D344,Q76LX8,PH,pH 4.9,Rep2,PMC6592156:PH:pH 4.9:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,6.3588808010225497,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,344,pH!E344,Q76LX8,PH,pH 4.9,Rep3,PMC6592156:PH:pH 4.9:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,5.8812854550797447,POSITIVE_LOG_LFQ,true
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,344,pH!G344,Q76LX8,PH,pH 6.1,Rep1,PMC6592156:PH:pH 6.1:Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,344,pH!H344,Q76LX8,PH,pH 6.1,Rep2,PMC6592156:PH:pH 6.1:Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,supplementary_data_2_lfq_xlsx,pH,344,pH!I344,Q76LX8,PH,pH 6.1,Rep3,PMC6592156:PH:pH 6.1:Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,,SOURCE_BLANK,false
