model_id,measurement_batch_id,protein_count,spearman,spearman_status,mae,rmse
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 7.7:Rep3,33,0.43282085561497324,DEFINED,0.23217745542266163,0.27194465837047854
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 8.9:Rep1,31,0.34637096774193549,DEFINED,0.22953171316861787,0.26749139394380006
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 8.9:Rep2,22,0.24788255223037831,DEFINED,0.3490404849440662,0.37507586014773919
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 8.9:Rep3,32,0.36326979472140764,DEFINED,0.2410054145465047,0.27344768916630169
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:17 °C:Rep1,35,0.41876750700280113,DEFINED,0.18010855701527051,0.22662690404077004
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:17 °C:Rep2,36,0.48211068211068209,DEFINED,0.19283526035571252,0.23315275824383669
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:17 °C:Rep3,33,0.51938502673796794,DEFINED,0.20938916216286355,0.25294262134864581
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:30 °C:Rep1,42,0.45741836155903087,DEFINED,0.20556941912996735,0.24811526582942961
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:30 °C:Rep2,40,0.34765478424015012,DEFINED,0.18283716052856852,0.22635594720612418
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:30 °C:Rep3,36,0.49884169884169882,DEFINED,0.20088712839932496,0.25200044326973464
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:4 °C:Rep1,39,0.52348178137651824,DEFINED,0.20804748832421197,0.25327680547152093
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:4 °C:Rep2,42,0.41123085649461144,DEFINED,0.20908560831657669,0.25904532420337251
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:4 °C:Rep3,42,0.46001134429948953,DEFINED,0.19910347981892684,0.25079972083480589
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:41 °C:Rep1,49,0.44438775510204082,DEFINED,0.17656608640358912,0.20920978576250021
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:41 °C:Rep2,49,0.45561224489795921,DEFINED,0.17590778879078864,0.21508086029107648
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:41 °C:Rep3,49,0.47336734693877552,DEFINED,0.16582978178774316,0.21015217285050725
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:47 °C:Rep1,19,0.31228070175438599,DEFINED,0.26010613488198914,0.30654503535720357
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:47 °C:Rep2,21,0.40129870129870132,DEFINED,0.29807851181447975,0.34733092195496368
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:TEMPERATURE:47 °C:Rep3,18,0.47987616099071206,DEFINED,0.29260573074170543,0.33466342754927525
