external_target_observation_id,source_id,laboratory_anchor,canonical_accession,biological_unit_id,measurement_batch_id,technical_replicate_count,source_coordinates,author_positive_values,rank_percentile_mean_across_positive_technical_replicates,measurement_batch_positive_unique_target_count,coverage_stratum
R4PXD064962:T_D1_138:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D1_138,T_D1_138,2,LFQ intensity T_D1_138_1_S1-G6_6697:160;LFQ intensity T_D1_138_2_S1-H6_6698:160,238610.0;234930.0,0.45235162374020155,9,GE5_LT10
R4PXD064962:T_D1_138:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D1_138,T_D1_138,2,LFQ intensity T_D1_138_1_S1-G6_6697:178;LFQ intensity T_D1_138_2_S1-H6_6698:178,2756200.0;2604200.0,0.8148096304591266,9,GE5_LT10
R4PXD064962:T_D1_138:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D1_138,T_D1_138,1,LFQ intensity T_D1_138_1_S1-G6_6697:202,21472.0,0.05789473684210526,9,GE5_LT10
R4PXD064962:T_D1_138:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,T_D1_138,T_D1_138,2,LFQ intensity T_D1_138_1_S1-G6_6697:322;LFQ intensity T_D1_138_2_S1-H6_6698:322,5503.6;5209.3,0.013241881298992161,9,GE5_LT10
R4PXD064962:T_D1_138:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,T_D1_138,T_D1_138,1,LFQ intensity T_D1_138_1_S1-G6_6697:241,26586.0,0.07368421052631578,9,GE5_LT10
R4PXD064962:T_D1_138:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,T_D1_138,T_D1_138,1,LFQ intensity T_D1_138_2_S1-H6_6698:283,35661.0,0.10106382978723404,9,GE5_LT10
R4PXD064962:T_D1_138:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D1_138,T_D1_138,2,LFQ intensity T_D1_138_1_S1-G6_6697:51;LFQ intensity T_D1_138_2_S1-H6_6698:51,433.1;277.17,0.0,9,GE5_LT10
R4PXD064962:T_D1_138:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D1_138,T_D1_138,2,LFQ intensity T_D1_138_1_S1-G6_6697:385;LFQ intensity T_D1_138_2_S1-H6_6698:385,60025.0;50337.0,0.1717805151175812,9,GE5_LT10
R4PXD064962:T_D1_165:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D1_165,T_D1_165,2,LFQ intensity T_D1_165_1_S1-A7_6653:149;LFQ intensity T_D1_165_2_S1-B7_6654:149,2840000.0;2811000.0,0.8220471983259707,9,GE5_LT10
R4PXD064962:T_D1_165:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D1_165,T_D1_165,2,LFQ intensity T_D1_165_1_S1-A7_6653:160;LFQ intensity T_D1_165_2_S1-B7_6654:160,715490.0;671450.0,0.5982910950941642,9,GE5_LT10
R4PXD064962:T_D1_165:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D1_165,T_D1_165,2,LFQ intensity T_D1_165_1_S1-A7_6653:178;LFQ intensity T_D1_165_2_S1-B7_6654:178,3216900.0;3130300.0,0.8409381539176937,9,GE5_LT10
R4PXD064962:T_D1_165:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D1_165,T_D1_165,2,LFQ intensity T_D1_165_1_S1-A7_6653:202;LFQ intensity T_D1_165_2_S1-B7_6654:202,141440.0;121650.0,0.31786212508718903,9,GE5_LT10
R4PXD064962:T_D1_165:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,T_D1_165,T_D1_165,1,LFQ intensity T_D1_165_1_S1-A7_6653:322,1460.2,0.0053475935828877,9,GE5_LT10
R4PXD064962:T_D1_165:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,T_D1_165,T_D1_165,1,LFQ intensity T_D1_165_2_S1-B7_6654:229,36490.0,0.125,9,GE5_LT10
R4PXD064962:T_D1_165:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,T_D1_165,T_D1_165,1,LFQ intensity T_D1_165_2_S1-B7_6654:241,17951.0,0.03804347826086957,9,GE5_LT10
R4PXD064962:T_D1_165:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D1_165,T_D1_165,2,LFQ intensity T_D1_165_1_S1-A7_6653:51;LFQ intensity T_D1_165_2_S1-B7_6654:51,960.8;472.65,0.0,9,GE5_LT10
R4PXD064962:T_D1_165:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D1_165,T_D1_165,2,LFQ intensity T_D1_165_1_S1-A7_6653:385;LFQ intensity T_D1_165_2_S1-B7_6654:385,64283.0;42348.0,0.17764764008370149,9,GE5_LT10
R4PXD064962:T_D1_173:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D1_173,T_D1_173,2,LFQ intensity T_D1_173_1_S1-E6_6683:149;LFQ intensity T_D1_173_2_S1-F6_6684:149,2849900.0;3026700.0,0.8161075036075036,9,GE5_LT10
R4PXD064962:T_D1_173:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D1_173,T_D1_173,2,LFQ intensity T_D1_173_1_S1-E6_6683:160;LFQ intensity T_D1_173_2_S1-F6_6684:160,131640.0;143950.0,0.3334986772486772,9,GE5_LT10
R4PXD064962:T_D1_173:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D1_173,T_D1_173,2,LFQ intensity T_D1_173_1_S1-E6_6683:178;LFQ intensity T_D1_173_2_S1-F6_6684:178,2919300.0;2622700.0,0.8083664021164021,9,GE5_LT10
R4PXD064962:T_D1_173:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D1_173,T_D1_173,2,LFQ intensity T_D1_173_1_S1-E6_6683:202;LFQ intensity T_D1_173_2_S1-F6_6684:202,348210.0;392970.0,0.5145502645502645,9,GE5_LT10
R4PXD064962:T_D1_173:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,T_D1_173,T_D1_173,1,LFQ intensity T_D1_173_1_S1-E6_6683:229,14965.0,0.028409090909090908,9,GE5_LT10
R4PXD064962:T_D1_173:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,T_D1_173,T_D1_173,2,LFQ intensity T_D1_173_1_S1-E6_6683:241;LFQ intensity T_D1_173_2_S1-F6_6684:241,13264.0;12390.0,0.02988215488215488,9,GE5_LT10
R4PXD064962:T_D1_173:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,T_D1_173,T_D1_173,1,LFQ intensity T_D1_173_2_S1-F6_6684:283,18815.0,0.05291005291005291,9,GE5_LT10
R4PXD064962:T_D1_173:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D1_173,T_D1_173,1,LFQ intensity T_D1_173_2_S1-F6_6684:51,557.6,0.0,9,GE5_LT10
R4PXD064962:T_D1_173:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D1_173,T_D1_173,2,LFQ intensity T_D1_173_1_S1-E6_6683:385;LFQ intensity T_D1_173_2_S1-F6_6684:385,57857.0;54324.0,0.16929713804713803,9,GE5_LT10
R4PXD064962:T_D1_186:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D1_186,T_D1_186,2,LFQ intensity T_D1_186_1_S1-C6_6667:149;LFQ intensity T_D1_186_2_S1-D6_6668:149,2859800.0;2837900.0,0.8406026962727994,8,GE5_LT10
R4PXD064962:T_D1_186:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D1_186,T_D1_186,2,LFQ intensity T_D1_186_1_S1-C6_6667:160;LFQ intensity T_D1_186_2_S1-D6_6668:160,279170.0;296430.0,0.5321173671689136,8,GE5_LT10
R4PXD064962:T_D1_186:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D1_186,T_D1_186,2,LFQ intensity T_D1_186_1_S1-C6_6667:178;LFQ intensity T_D1_186_2_S1-D6_6668:178,2331300.0;2300000.0,0.8071900607983082,8,GE5_LT10
R4PXD064962:T_D1_186:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D1_186,T_D1_186,2,LFQ intensity T_D1_186_1_S1-C6_6667:202;LFQ intensity T_D1_186_2_S1-D6_6668:202,32044.0;35982.0,0.11571504097277292,8,GE5_LT10
R4PXD064962:T_D1_186:P26038,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P26038,T_D1_186,T_D1_186,1,LFQ intensity T_D1_186_2_S1-D6_6668:274,25642.0,0.07731958762886598,8,GE5_LT10
R4PXD064962:T_D1_186:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,T_D1_186,T_D1_186,1,LFQ intensity T_D1_186_1_S1-C6_6667:283,28765.0,0.07179487179487179,8,GE5_LT10
R4PXD064962:T_D1_186:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D1_186,T_D1_186,2,LFQ intensity T_D1_186_1_S1-C6_6667:51;LFQ intensity T_D1_186_2_S1-D6_6668:51,185.76;112.11,0.0,8,GE5_LT10
R4PXD064962:T_D1_186:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D1_186,T_D1_186,2,LFQ intensity T_D1_186_1_S1-C6_6667:385;LFQ intensity T_D1_186_2_S1-D6_6668:385,57706.0;50964.0,0.17988369019296854,8,GE5_LT10
R4PXD064962:T_D3_119a:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D3_119a,T_D3_119a,2,LFQ intensity T_D3_119a_1_S1-E7_6685:149;LFQ intensity T_D3_119a_2_S1-F7_6686:149,2113100.0;2145000.0,0.8105243015690777,8,GE5_LT10
R4PXD064962:T_D3_119a:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D3_119a,T_D3_119a,2,LFQ intensity T_D3_119a_1_S1-E7_6685:160;LFQ intensity T_D3_119a_2_S1-F7_6686:160,726480.0;924580.0,0.6693073096058171,8,GE5_LT10
R4PXD064962:T_D3_119a:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D3_119a,T_D3_119a,2,LFQ intensity T_D3_119a_1_S1-E7_6685:178;LFQ intensity T_D3_119a_2_S1-F7_6686:178,2462800.0;2361800.0,0.828243398392652,8,GE5_LT10
R4PXD064962:T_D3_119a:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D3_119a,T_D3_119a,2,LFQ intensity T_D3_119a_1_S1-E7_6685:202;LFQ intensity T_D3_119a_2_S1-F7_6686:202,20484.0;20558.0,0.08821278224263299,8,GE5_LT10
R4PXD064962:T_D3_119a:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,T_D3_119a,T_D3_119a,1,LFQ intensity T_D3_119a_1_S1-E7_6685:241,15837.0,0.05970149253731343,8,GE5_LT10
R4PXD064962:T_D3_119a:P26038,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P26038,T_D3_119a,T_D3_119a,1,LFQ intensity T_D3_119a_2_S1-F7_6686:274,14402.0,0.05128205128205128,8,GE5_LT10
R4PXD064962:T_D3_119a:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D3_119a,T_D3_119a,2,LFQ intensity T_D3_119a_1_S1-E7_6685:51;LFQ intensity T_D3_119a_2_S1-F7_6686:51,565.79;156.42,0.0,8,GE5_LT10
R4PXD064962:T_D3_119a:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D3_119a,T_D3_119a,2,LFQ intensity T_D3_119a_1_S1-E7_6685:385;LFQ intensity T_D3_119a_2_S1-F7_6686:385,82916.0;79003.0,0.3076923076923077,8,GE5_LT10
R4PXD064962:T_D3_119b:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D3_119b,T_D3_119b,2,LFQ intensity T_D3_119b_1_S1-A8_6655:149;LFQ intensity T_D3_119b_2_S1-B8_6656:149,2311900.0;2283600.0,0.8312395309882747,9,GE5_LT10
R4PXD064962:T_D3_119b:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D3_119b,T_D3_119b,2,LFQ intensity T_D3_119b_1_S1-A8_6655:160;LFQ intensity T_D3_119b_2_S1-B8_6656:160,353660.0;346460.0,0.600342398265839,9,GE5_LT10
R4PXD064962:T_D3_119b:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D3_119b,T_D3_119b,2,LFQ intensity T_D3_119b_1_S1-A8_6655:178;LFQ intensity T_D3_119b_2_S1-B8_6656:178,2387300.0;2361600.0,0.8387156370085722,9,GE5_LT10
R4PXD064962:T_D3_119b:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D3_119b,T_D3_119b,2,LFQ intensity T_D3_119b_1_S1-A8_6655:202;LFQ intensity T_D3_119b_2_S1-B8_6656:202,41767.0;38637.0,0.15613607251946005,9,GE5_LT10
R4PXD064962:T_D3_119b:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,T_D3_119b,T_D3_119b,1,LFQ intensity T_D3_119b_2_S1-B8_6656:229,33973.0,0.12745098039215685,9,GE5_LT10
R4PXD064962:T_D3_119b:P26038,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P26038,T_D3_119b,T_D3_119b,1,LFQ intensity T_D3_119b_2_S1-B8_6656:274,20637.0,0.0784313725490196,9,GE5_LT10
R4PXD064962:T_D3_119b:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,T_D3_119b,T_D3_119b,2,LFQ intensity T_D3_119b_1_S1-A8_6655:283;LFQ intensity T_D3_119b_2_S1-B8_6656:283,13016.0;25518.0,0.061705586757315994,9,GE5_LT10
R4PXD064962:T_D3_119b:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D3_119b,T_D3_119b,2,LFQ intensity T_D3_119b_1_S1-A8_6655:51;LFQ intensity T_D3_119b_2_S1-B8_6656:51,273.06;114.2,0.0024509803921568627,9,GE5_LT10
R4PXD064962:T_D3_119b:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D3_119b,T_D3_119b,2,LFQ intensity T_D3_119b_1_S1-A8_6655:385;LFQ intensity T_D3_119b_2_S1-B8_6656:385,57727.0;50293.0,0.22342102670213815,9,GE5_LT10
R4PXD064962:T_D3_155:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D3_155,T_D3_155,2,LFQ intensity T_D3_155_1_S1-G7_6699:149;LFQ intensity T_D3_155_2_S1-H7_6700:149,1656700.0;1674100.0,0.7733997155049787,6,GE5_LT10
R4PXD064962:T_D3_155:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D3_155,T_D3_155,2,LFQ intensity T_D3_155_1_S1-G7_6699:160;LFQ intensity T_D3_155_2_S1-H7_6700:160,29761.0;37228.0,0.12553342816500712,6,GE5_LT10
R4PXD064962:T_D3_155:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D3_155,T_D3_155,2,LFQ intensity T_D3_155_1_S1-G7_6699:178;LFQ intensity T_D3_155_2_S1-H7_6700:178,2316500.0;2328800.0,0.8025604551920341,6,GE5_LT10
R4PXD064962:T_D3_155:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D3_155,T_D3_155,2,LFQ intensity T_D3_155_1_S1-G7_6699:202;LFQ intensity T_D3_155_2_S1-H7_6700:202,22058.0;21035.0,0.06657183499288763,6,GE5_LT10
R4PXD064962:T_D3_155:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,T_D3_155,T_D3_155,2,LFQ intensity T_D3_155_1_S1-G7_6699:229;LFQ intensity T_D3_155_2_S1-H7_6700:229,34517.0;26264.0,0.10625889046941679,6,GE5_LT10
R4PXD064962:T_D3_155:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D3_155,T_D3_155,2,LFQ intensity T_D3_155_1_S1-G7_6699:385;LFQ intensity T_D3_155_2_S1-H7_6700:385,34475.0;35342.0,0.1279516358463727,6,GE5_LT10
R4PXD064962:T_D3_178:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D3_178,T_D3_178,2,LFQ intensity T_D3_178_1_S1-C7_6669:149;LFQ intensity T_D3_178_2_S1-D7_6670:149,2281400.0;2220900.0,0.8141020784402859,8,GE5_LT10
R4PXD064962:T_D3_178:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D3_178,T_D3_178,2,LFQ intensity T_D3_178_1_S1-C7_6669:160;LFQ intensity T_D3_178_2_S1-D7_6670:160,244810.0;246870.0,0.4926130767482385,8,GE5_LT10
R4PXD064962:T_D3_178:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D3_178,T_D3_178,2,LFQ intensity T_D3_178_1_S1-C7_6669:178;LFQ intensity T_D3_178_2_S1-D7_6670:178,2430600.0;2583600.0,0.8317170492714094,8,GE5_LT10
R4PXD064962:T_D3_178:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D3_178,T_D3_178,2,LFQ intensity T_D3_178_1_S1-C7_6669:202;LFQ intensity T_D3_178_2_S1-D7_6670:202,78124.0;40119.0,0.21310957900851074,8,GE5_LT10
R4PXD064962:T_D3_178:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,T_D3_178,T_D3_178,1,LFQ intensity T_D3_178_2_S1-D7_6670:322,6379.6,0.01015228426395939,8,GE5_LT10
R4PXD064962:T_D3_178:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,T_D3_178,T_D3_178,2,LFQ intensity T_D3_178_1_S1-C7_6669:283;LFQ intensity T_D3_178_2_S1-D7_6670:283,31571.0;25158.0,0.08035962320377807,8,GE5_LT10
R4PXD064962:T_D3_178:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D3_178,T_D3_178,2,LFQ intensity T_D3_178_1_S1-C7_6669:51;LFQ intensity T_D3_178_2_S1-D7_6670:51,111.01;169.49,0.0,8,GE5_LT10
R4PXD064962:T_D3_178:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D3_178,T_D3_178,2,LFQ intensity T_D3_178_1_S1-C7_6669:385;LFQ intensity T_D3_178_2_S1-D7_6670:385,34240.0;33853.0,0.12833042907290956,8,GE5_LT10
R4PXD064962:T_D3_198:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:149;LFQ intensity T_D3_198_2_S1-D8_6672:149,1835800.0;1667700.0,0.8064322184401362,13,GE10
R4PXD064962:T_D3_198:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:160;LFQ intensity T_D3_198_2_S1-D8_6672:160,805870.0;735660.0,0.7075162794139411,13,GE10
R4PXD064962:T_D3_198:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:178;LFQ intensity T_D3_198_2_S1-D8_6672:178,2539200.0;2138300.0,0.8451513245523161,13,GE10
R4PXD064962:T_D3_198:P06576,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06576,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:179;LFQ intensity T_D3_198_2_S1-D8_6672:179,125190.0;86516.0,0.3396662720142075,13,GE10
R4PXD064962:T_D3_198:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:202;LFQ intensity T_D3_198_2_S1-D8_6672:202,55557.0;21519.0,0.12670193873020572,13,GE10
R4PXD064962:T_D3_198:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:322;LFQ intensity T_D3_198_2_S1-D8_6672:322,78890.0;82556.0,0.28812712742341273,13,GE10
R4PXD064962:T_D3_198:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,T_D3_198,T_D3_198,1,LFQ intensity T_D3_198_1_S1-C8_6671:229,75700.0,0.2918454935622318,13,GE10
R4PXD064962:T_D3_198:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:241;LFQ intensity T_D3_198_2_S1-D8_6672:241,7955.5;20516.0,0.021542474470919046,13,GE10
R4PXD064962:T_D3_198:P26038,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P26038,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:274;LFQ intensity T_D3_198_2_S1-D8_6672:274,24917.0;17130.0,0.04295545360367027,13,GE10
R4PXD064962:T_D3_198:P60174,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P60174,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:313;LFQ intensity T_D3_198_2_S1-D8_6672:313,34018.0;32525.0,0.11394664792067485,13,GE10
R4PXD064962:T_D3_198:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:51;LFQ intensity T_D3_198_2_S1-D8_6672:51,4926500.0;5077700.0,0.9075403285481722,13,GE10
R4PXD064962:T_D3_198:Q9H4B7,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9H4B7,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:193;LFQ intensity T_D3_198_2_S1-D8_6672:193,45398.0;27477.0,0.13107703122687583,13,GE10
R4PXD064962:T_D3_198:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D3_198,T_D3_198,2,LFQ intensity T_D3_198_1_S1-C8_6671:385;LFQ intensity T_D3_198_2_S1-D8_6672:385,23350.0;22795.0,0.051603892259878645,13,GE10
