stratum_id,model_id,biological_unit_id,spearman,mae,rmse
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D1_48,0.3,0.340118779381835,0.39258904807868905
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D1_51,0.65,0.34309130915384173,0.3663692509795241
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D1_73,0.4,0.38076632514084324,0.4207295763219512
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D1_81,0.47619047619047616,0.3626781908356892,0.39229445263413254
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_06,0.3333333333333333,0.39003661291176106,0.4311380275874673
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_14,0.16666666666666666,0.3645821745758268,0.41012280005410306
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_22,0.510464719340991,0.43095000181058174,0.46117678846968313
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_28,0.7333333333333333,0.33133891021896894,0.35086126926571753
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_30,0.2833333333333333,0.37534021821512636,0.409085683930988
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_37,0.6190476190476191,0.3409174963703978,0.35938157926703407
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_41,0.09090909090909091,0.35737962829641273,0.40100625608602136
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_42,0.47619047619047616,0.3639911112524912,0.39112051330555186
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_85,0.6071428571428571,0.3650495472743014,0.37779540615245416
GE5_ALL,SEQUENCE_RIDGE_FULL,PT_D3_96,0.5952380952380952,0.343679121230968,0.36808827326706656
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D1_133,0.5166666666666667,0.42244488027406896,0.4475967515890466
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D1_138,0.3333333333333333,0.38206331704534324,0.41359913717050834
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D1_165,0.6666666666666666,0.35741453597971945,0.3783473302897658
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D1_173,0.5666666666666667,0.3849059837664963,0.4011469381827925
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D1_186,0.5,0.36348861096343965,0.394551171736758
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D3_119a,0.4523809523809524,0.3502571447092791,0.39900040451021923
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D3_119b,0.5833333333333334,0.3574091948787626,0.38589556280849546
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D3_155,-0.37142857142857144,0.43989003198068866,0.48178846270980946
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D3_178,0.6190476190476191,0.35936668891547474,0.38140847333246564
GE5_ALL,SEQUENCE_RIDGE_FULL,T_D3_198,0.41208791208791207,0.3257219106038252,0.36799220075631034
GE10_ONLY,SEQUENCE_RIDGE_FULL,PT_D1_16,0.38181818181818183,0.3891730269625925,0.4266386701119052
GE10_ONLY,SEQUENCE_RIDGE_FULL,PT_D1_23,0.2727272727272727,0.4131527251009758,0.45271442666087586
GE10_ONLY,SEQUENCE_RIDGE_FULL,PT_D1_33,0.23636363636363636,0.3779601364187114,0.42832833995090785
GE10_ONLY,SEQUENCE_RIDGE_FULL,PT_D3_41,0.09090909090909091,0.35737962829641273,0.40100625608602136
GE10_ONLY,SEQUENCE_RIDGE_FULL,T_D3_198,0.41208791208791207,0.3257219106038252,0.36799220075631034
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_16,0.2,0.3957100038626514,0.42761404582786505
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_18,0.23809523809523808,0.30775311537506084,0.3372107053170218
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_20,0.6785714285714286,0.3403928495086427,0.34719128026238805
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_23,-0.030303030303030304,0.415924888486982,0.4534947596397584
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_33,0.07878787878787878,0.3856479842371,0.4346966922187472
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_34,0.03571428571428571,0.40585289096319016,0.4440658989586206
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_48,0.08333333333333333,0.35600125987303616,0.4042192673712413
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_51,0.35,0.3471650263116676,0.37285408659640945
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_73,0.26666666666666666,0.386483358559653,0.42540587978801114
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_81,0.2857142857142857,0.3671793299404846,0.3901269912074637
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_06,0.023809523809523808,0.3918275413798826,0.4318782930794637
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_14,-0.2619047619047619,0.3663731030439483,0.4103417749847562
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_22,0.2761530448893886,0.43573152873559606,0.4617734337427651
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_28,0.36666666666666664,0.3424067864333841,0.36625400430327715
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_30,-0.016666666666666666,0.3794139353729522,0.41187647677157335
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_37,0.35714285714285715,0.35316203791376244,0.3724709288377861
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_41,-0.006060606060606061,0.35342837453836584,0.3928995796891057
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_42,0.3333333333333333,0.37192664526109076,0.398066045939907
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_85,0.17857142857142858,0.3719879107991755,0.38735209119366454
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_96,0.35714285714285715,0.3516212216335145,0.37740564702711493
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D1_133,0.2833333333333333,0.4272205704044638,0.45090975469211686
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D1_138,0.21666666666666667,0.39230671556189367,0.42024997808995573
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D1_165,0.38333333333333336,0.36219606290473383,0.3841742067481515
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D1_173,0.36666666666666664,0.3896816738968912,0.4068195010617903
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D1_186,0.30952380952380953,0.37063442537789915,0.401027703649159
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D3_119a,0.2619047619047619,0.3531005179829204,0.4010532849740448
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D3_119b,0.3,0.3614829120365885,0.39018441687670824
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D3_155,-0.6,0.43633153445229284,0.47213270295511406
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D3_178,0.35714285714285715,0.3716112304588395,0.39325321764157123
GE5_ALL,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D3_198,0.3956043956043956,0.32226348462648813,0.36763152129915605
GE10_ONLY,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_16,0.2,0.3957100038626514,0.42761404582786505
GE10_ONLY,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_23,-0.030303030303030304,0.415924888486982,0.4534947596397584
GE10_ONLY,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D1_33,0.07878787878787878,0.3856479842371,0.4346966922187472
GE10_ONLY,SEQUENCE_RIDGE_COMPOSITION_ONLY,PT_D3_41,-0.006060606060606061,0.35342837453836584,0.3928995796891057
GE10_ONLY,SEQUENCE_RIDGE_COMPOSITION_ONLY,T_D3_198,0.3956043956043956,0.32226348462648813,0.36763152129915605
