analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,core_facility_code,protein_ids,gene_names,sequence_coverage_percent,peptide_spectrum_matches,number_of_peptides,number_of_unique_peptides,replicate_1,replicate_2,replicate_3,coefficient_of_variation_percent
PMC9633814:Final Prot:467,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,467,Final Prot!A467:K467,8,P01602,NA,29.91,2,NA,2,1.19106967987373e-05,9.9968762499313403e-06,1.45663071421796e-05,10.8970758720292
PMC9633814:Final Prot:468,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,468,Final Prot!A468:K468,8,Q9HBI1-2,NA,6.7166666666666703,6,NA,4,6.1411864127858799e-05,9.9231452922269404e-05,8.7945582412972097e-05,13.5276913538204
PMC9633814:Final Prot:469,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,469,Final Prot!A469:K469,8,P16070,NA,2.5133333333333301,2,NA,2,2.5922220940651699e-05,2.7342700967880701e-05,1.00500324344118e-05,26.2623520638877
PMC9633814:Final Prot:470,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,470,Final Prot!A470:K470,8,P16070-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:471,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,471,Final Prot!A471:K471,8,P16070-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:472,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,472,Final Prot!A472:K472,8,P16070-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:473,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,473,Final Prot!A473:K473,8,P16070-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:474,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,474,Final Prot!A474:K474,8,P16070-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:475,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,475,Final Prot!A475:K475,8,P16070-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:476,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,476,Final Prot!A476:K476,8,P16070-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:477,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,477,Final Prot!A477:K477,8,P16070-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:478,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,478,Final Prot!A478:K478,8,P16070-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:479,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,479,Final Prot!A479:K479,8,P16070-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:480,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,480,Final Prot!A480:K480,8,P16070-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:481,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,481,Final Prot!A481:K481,8,P16070-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:482,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,482,Final Prot!A482:K482,8,P16070-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:483,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,483,Final Prot!A483:K483,8,P16070-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:484,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,484,Final Prot!A484:K484,8,P16070-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:485,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,485,Final Prot!A485:K485,8,P16070-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:486,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,486,Final Prot!A486:K486,8,H0Y2P0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:487,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,487,Final Prot!A487:K487,8,H0YDW7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:488,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,488,Final Prot!A488:K488,8,H0YDX6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:489,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,489,Final Prot!A489:K489,8,H0YCV9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:490,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,490,Final Prot!A490:K490,8,H0YD13,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:491,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,491,Final Prot!A491:K491,8,H0Y5E4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:492,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,492,Final Prot!A492:K492,8,P07358,NA,3.7200000000000002,1,NA,1,7.4460746887873504e-06,7.7758966253544099e-06,NA,2.16674916645418
PMC9633814:Final Prot:493,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,493,Final Prot!A493:K493,8,F5GY80,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:494,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,494,Final Prot!A494:K494,8,F5H7G1,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:495,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,495,Final Prot!A495:K495,8,D9J307,NA,12.2433333333333,5,NA,3,9.9158239107919203e-05,4.9607663545571097e-05,0.00023225695600119199,42.937606725003803
PMC9633814:Final Prot:496,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,496,Final Prot!A496:K496,8,Q12955,NA,0.51500000000000001,2,NA,2,2.7068583278824598e-05,0.000117989444292626,NA,62.678958576778399
PMC9633814:Final Prot:497,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,497,Final Prot!A497:K497,8,O00161,NA,20.8533333333333,5,NA,4,5.4234111790946701e-05,8.8809738161952295e-05,7.1710848981992905e-05,13.9433348504076
PMC9633814:Final Prot:498,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,498,Final Prot!A498:K498,8,O00161-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:499,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,499,Final Prot!A499:K499,8,P23743-3,NA,6.0700000000000003,1,NA,1,4.5199474169932098e-05,NA,NA,NA
PMC9633814:Final Prot:500,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,500,Final Prot!A500:K500,8,A0A075B6S2,NA,24.723333333333301,2,NA,2,6.5498473599770499e-06,3.1203790720837703e-05,2.2067645908916498e-05,36.087580203450599
PMC9633814:Final Prot:501,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,501,Final Prot!A501:K501,8,A2NJV5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:502,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,502,Final Prot!A502:K502,8,A0A0A0MRZ7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:503,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,503,Final Prot!A503:K503,8,A0A5H1ZRS9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:504,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,504,Final Prot!A504:K504,8,P24844,NA,6.0066666666666704,4,NA,1,6.0084401674443601e-05,5.8792373848331302e-05,4.1727282612718298e-05,11.049792431744301
PMC9633814:Final Prot:505,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,505,Final Prot!A505:K505,8,P24844-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:506,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,506,Final Prot!A506:K506,8,Q6E0U4-3,NA,6.8233333333333297,3,NA,2,2.0119070604044599e-05,4.7383119713915298e-05,0.00016496520478419,57.350649865418703
PMC9633814:Final Prot:507,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,507,Final Prot!A507:K507,8,Q6E0U4-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:508,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,508,Final Prot!A508:K508,8,Q6E0U4-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:509,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,509,Final Prot!A509:K509,8,Q6E0U4-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:510,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,510,Final Prot!A510:K510,8,E7EMS7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:511,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,511,Final Prot!A511:K511,8,M0R3F8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:512,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,512,Final Prot!A512:K512,8,E9PAQ7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:513,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,513,Final Prot!A513:K513,8,A3EZ84,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:514,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,514,Final Prot!A514:K514,8,C9J3V3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:515,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,515,Final Prot!A515:K515,8,Q6Q788,NA,10.199999999999999,7,NA,4,5.9233689618205003e-05,0.00010522485295610599,0.00013172364040942299,21.4496944196169
PMC9633814:Final Prot:516,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,516,Final Prot!A516:K516,8,A0A669KB69,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:517,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,517,Final Prot!A517:K517,8,P61225,NA,11.199999999999999,2,NA,2,2.8137300774749401e-05,7.8066509463003408e-06,NA,56.562088626840897
PMC9633814:Final Prot:518,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,518,Final Prot!A518:K518,8,P61604,NA,20.59,4,NA,2,2.7129247659676801e-05,NA,4.4353613021271e-05,24.0957975065832
PMC9633814:Final Prot:519,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,519,Final Prot!A519:K519,8,S4R3N1,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:520,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,520,Final Prot!A520:K520,8,B8ZZL8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:521,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,521,Final Prot!A521:K521,8,Q562R1,NA,4.79,4,NA,1,0.00125576027113668,0.000433362500119369,NA,48.687862422561999
PMC9633814:Final Prot:522,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,522,Final Prot!A522:K522,8,Q16610,NA,7.1600000000000001,3,NA,2,2.38688631761979e-05,5.2835746912735996e-06,3.5333975611434598e-05,40.732282960564703
PMC9633814:Final Prot:523,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,523,Final Prot!A523:K523,8,Q16610-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:524,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,524,Final Prot!A524:K524,8,Q14254,NA,4.6699999999999999,2,NA,2,2.9930849067269401e-05,NA,2.8773476353903599e-05,1.9715288525372101
PMC9633814:Final Prot:525,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,525,Final Prot!A525:K525,8,J3QLD9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:526,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,526,Final Prot!A526:K526,8,E7EMK3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:527,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,527,Final Prot!A527:K527,8,P01700,NA,14.529999999999999,2,NA,1,3.2169251150936802e-05,3.7138452194202902e-05,3.14720730672568e-05,5.3105457405999896
PMC9633814:Final Prot:528,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,528,Final Prot!A528:K528,8,P01699,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:529,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,529,Final Prot!A529:K529,8,A0A075B6I6,NA,14.41,2,NA,1,4.7870292374471402e-05,1.40511551175628e-05,1.2752599577039701e-05,46.183054304552101
PMC9633814:Final Prot:530,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,530,Final Prot!A530:K530,8,P01703,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:531,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,531,Final Prot!A531:K531,8,Q6EMK4,NA,1.53666666666667,19,NA,1,0.0015578103038944801,0.00179574541501221,0.00072728503695107896,23.808691869497199
PMC9633814:Final Prot:532,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,532,Final Prot!A532:K532,8,P78371,NA,5.0499999999999998,2,NA,2,9.9008773514602998e-06,NA,NA,NA
PMC9633814:Final Prot:533,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,533,Final Prot!A533:K533,8,F5GWF6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:534,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,534,Final Prot!A534:K534,8,F8VQ14,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:535,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,535,Final Prot!A535:K535,8,P60985,NA,12.119999999999999,2,NA,1,1.21088517943184e-05,2.9557584274273299e-05,9.4951615742687706e-05,55.368314961218204
PMC9633814:Final Prot:536,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,536,Final Prot!A536:K536,8,P60985-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:537,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,537,Final Prot!A537:K537,8,O14960,NA,10.373333333333299,4,NA,2,6.3039668492214401e-05,5.9532806451532898e-05,5.5330502365752202e-05,3.7578812839435898
PMC9633814:Final Prot:538,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,538,Final Prot!A538:K538,8,D6RD58,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:539,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,539,Final Prot!A539:K539,8,Q96Q89,NA,0.48999999999999999,20,NA,1,0.00453607730546396,NA,0.00151243453118304,49.989862894226903
PMC9633814:Final Prot:540,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,540,Final Prot!A540:K540,8,Q96Q89-2,NA,0.69999999999999996,22,NA,2,NA,0.00327365914244303,NA,NA
PMC9633814:Final Prot:541,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,541,Final Prot!A541:K541,8,Q96Q89-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:542,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,542,Final Prot!A542:K542,8,Q96Q89-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:543,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,543,Final Prot!A543:K543,8,Q16555,NA,7.0800000000000001,2,NA,2,2.6237045424993099e-05,NA,8.6796054545708693e-06,50.283860359294302
PMC9633814:Final Prot:544,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,544,Final Prot!A544:K544,8,Q16555-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:545,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,545,Final Prot!A545:K545,8,A0A1C7CYX9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:546,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,546,Final Prot!A546:K546,8,O15145,NA,17.420000000000002,3,NA,3,4.4912314118695701e-05,NA,NA,NA
PMC9633814:Final Prot:547,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,547,Final Prot!A547:K547,8,P0DP01,NA,16.239999999999998,5,NA,2,0.000165842015566613,0.000103907034849073,0.00040798453464901702,41.067347434980803
PMC9633814:Final Prot:548,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,548,Final Prot!A548:K548,8,P01743,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:549,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,549,Final Prot!A549:K549,8,A0A0C4DH31,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:550,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,550,Final Prot!A550:K550,8,A0A0C4DH33,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:551,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,551,Final Prot!A551:K551,8,A0A0C4DH29,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:552,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,552,Final Prot!A552:K552,8,P23083,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:553,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,553,Final Prot!A553:K553,8,A0A087WYE8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:554,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,554,Final Prot!A554:K554,8,A0A075B7D0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:555,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,555,Final Prot!A555:K555,8,Q6UY14,NA,1.3966666666666701,2,NA,1,4.6047054159358301e-05,2.3557406097192401e-05,1.33236226725301e-05,34.963172590115803
PMC9633814:Final Prot:556,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,556,Final Prot!A556:K556,8,Q6UY14-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:557,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,557,Final Prot!A557:K557,8,Q6UY14-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:558,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,558,Final Prot!A558:K558,8,A0A669KBE7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:559,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,559,Final Prot!A559:K559,8,P18859,NA,22.219999999999999,1,NA,1,1.32997263671376e-05,NA,1.6586801451858899e-05,10.9985178091916
PMC9633814:Final Prot:560,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,560,Final Prot!A560:K560,8,P18859-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:561,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,561,Final Prot!A561:K561,8,A8MUH2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:562,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,562,Final Prot!A562:K562,8,P01137,NA,3.5899999999999999,2,NA,2,3.4778042784409097e-05,9.7394511931246807e-06,NA,56.244386990697201
PMC9633814:Final Prot:563,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,563,Final Prot!A563:K563,8,A0A7I2YQL8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:564,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,564,Final Prot!A564:K564,8,A0A499FJK2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:565,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,565,Final Prot!A565:K565,8,B5MCY1,NA,0.71999999999999997,2,NA,2,7.3605462920058702e-05,NA,NA,NA
PMC9633814:Final Prot:566,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,566,Final Prot!A566:K566,8,P07225,NA,8.2799999999999994,7,NA,5,6.0139578467161699e-05,0.00011793080198981,0.00020631554118027799,33.173155617716702
PMC9633814:Final Prot:567,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,567,Final Prot!A567:K567,8,A0A0S2Z4L3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:568,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,568,Final Prot!A568:K568,8,A0A3B3IRK9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:569,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,569,Final Prot!A569:K569,8,A0A3B3ISJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:570,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,570,Final Prot!A570:K570,8,G5E9F8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:571,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,571,Final Prot!A571:K571,8,O00194,NA,13.456666666666701,4,NA,4,3.1235736696149601e-05,3.9412715778770302e-05,5.0523158507476903e-05,13.837953141627199
PMC9633814:Final Prot:572,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,572,Final Prot!A572:K572,8,P08575,NA,2.8833333333333302,3,NA,3,7.4116481622617201e-05,1.9646620655737699e-05,2.75163176606254e-05,42.045480590125202
PMC9633814:Final Prot:573,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,573,Final Prot!A573:K573,8,P08575-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:574,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,574,Final Prot!A574:K574,8,P08575-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:575,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,575,Final Prot!A575:K575,8,P08575-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
