analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,core_facility_code,protein_ids,gene_names,sequence_coverage_percent,peptide_spectrum_matches,number_of_peptides,number_of_unique_peptides,replicate_1,replicate_2,replicate_3,coefficient_of_variation_percent
PMC9633814:Final Prot:5918,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5918,Final Prot!A5918:K5918,2,Q8N699,MYCT1,12,5,2,2,1.0140535434952201e-05,5.8287471020859804e-06,8.4924776673807701e-06,15.405647870887
PMC9633814:Final Prot:5919,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5919,Final Prot!A5919:K5919,2,P17980,PSMC3,4,2,2,2,8.6252306712205394e-06,9.5003428098376699e-06,1.07433483995721e-05,6.3859111995632603
PMC9633814:Final Prot:5920,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5920,Final Prot!A5920:K5920,2,P34897,SHMT2,4,3,2,2,3.04609089242147e-06,2.78550934774239e-06,NA,4.4684397754903999
PMC9633814:Final Prot:5921,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5921,Final Prot!A5921:K5921,2,P07339,CTSD,7,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5922,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5922,Final Prot!A5922:K5922,2,P30740,SERPINB1,7,4,2,2,NA,2.2178980477895802e-06,NA,NA
PMC9633814:Final Prot:5923,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5923,Final Prot!A5923:K5923,2,P28161,GSTM2,10,4,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5924,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5924,Final Prot!A5924:K5924,2,Q99808,SLC29A1,5,5,2,2,7.43045886469227e-06,8.1231100314969803e-06,1.16414381456292e-05,14.3810584855093
PMC9633814:Final Prot:5925,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5925,Final Prot!A5925:K5925,2,P14868,DARS,6,3,2,2,NA,2.95947168022645e-06,2.2849201979848399e-06,12.862339388560001
PMC9633814:Final Prot:5926,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5926,Final Prot!A5926:K5926,2,P08311,CTSG,7,7,2,2,5.7643279096520599e-06,1.13489397508727e-06,6.0136753267955801e-06,36.854698689937301
PMC9633814:Final Prot:5927,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5927,Final Prot!A5927:K5927,2,P0C7P4,UQCRFS1P1,12,4,2,2,6.7730763179126398e-06,2.5187506273740502e-05,1.50703188369712e-05,33.963425154728199
PMC9633814:Final Prot:5928,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5928,Final Prot!A5928:K5928,2,Q5SQ64,LY6G6F,6,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5929,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5929,Final Prot!A5929:K5929,2,P11940,PABPC1,4,3,2,2,3.13019081484842e-06,NA,NA,NA
PMC9633814:Final Prot:5930,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5930,Final Prot!A5930:K5930,2,Q96HC4,PDLIM5,4,4,2,2,1.09279286941822e-05,4.8196333686255799e-06,3.4036800399729298e-06,36.163165597133101
PMC9633814:Final Prot:5931,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5931,Final Prot!A5931:K5931,2,Q92974,ARHGEF2,2,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5932,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5932,Final Prot!A5932:K5932,2,P25789,PSMA4,7,8,2,2,4.0742099251995502e-05,5.4625487480133001e-05,5.6835483098651198e-05,9.9275846296000392
PMC9633814:Final Prot:5933,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5933,Final Prot!A5933:K5933,2,P45974,USP5,2,4,2,2,NA,4.0746647208866403e-06,5.4755822133269398e-06,14.668913820662899
PMC9633814:Final Prot:5934,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5934,Final Prot!A5934:K5934,2,Q14571,ITPR2,1,3,2,1,NA,1.75178476658326e-06,NA,NA
PMC9633814:Final Prot:5935,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5935,Final Prot!A5935:K5935,2,Q9Y210,TRPC6,3,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5936,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5936,Final Prot!A5936:K5936,2,P52565,ARHGDIA,15,4,2,2,6.4048859364198803e-06,5.8510598995192999e-06,NA,4.5188355457361
PMC9633814:Final Prot:5937,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5937,Final Prot!A5937:K5937,2,Q96P48,ARAP1,2,2,2,2,1.3771387790723801e-06,3.0807065018623001e-06,3.1015727226952502e-06,22.674974305368998
PMC9633814:Final Prot:5938,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5938,Final Prot!A5938:K5938,2,Q15555,MAPRE2,11,6,2,2,9.6050440951491997e-07,1.0011155020216101e-06,9.8995137603063407e-07,1.23116926726345
PMC9633814:Final Prot:5939,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5939,Final Prot!A5939:K5939,2,Q15063,POSTN,3,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5940,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5940,Final Prot!A5940:K5940,2,A0A0B4J2D5,C21orf33; LOC102724023,12,3,2,2,5.2827406924805803e-06,4.07468984333188e-06,1.27315078236239e-05,36.762601862305303
PMC9633814:Final Prot:5941,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5941,Final Prot!A5941:K5941,2,A0A1B0GUS4,UBE2L5P; UBE2L5,19,3,2,2,1.84032895747681e-06,3.56734511126231e-06,1.55214896439319e-06,27.122483891107201
PMC9633814:Final Prot:5942,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5942,Final Prot!A5942:K5942,2,P05109,S100A8,19,7,2,2,1.4921601855209099e-05,NA,5.5229624639062797e-06,45.9713361683879
PMC9633814:Final Prot:5943,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5943,Final Prot!A5943:K5943,2,P01700,IGLV1-47,25,5,2,2,6.2480236900092999e-06,NA,7.4603714538381199e-06,8.8438343883961998
PMC9633814:Final Prot:5944,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5944,Final Prot!A5944:K5944,2,P40197,GP5,7,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5945,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5945,Final Prot!A5945:K5945,2,Q15599,SLC9A3R2,7,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5946,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5946,Final Prot!A5946:K5946,2,P62191,PSMC1,8,2,2,2,2.9237963584315798e-06,NA,2.3637351814811299e-06,10.592110377458001
PMC9633814:Final Prot:5947,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5947,Final Prot!A5947:K5947,2,Q14761,PTPRCAP,10,5,2,2,2.1956017640262202e-06,1.3107318070207999e-05,1.5661145799039299e-05,40.006582713893998
PMC9633814:Final Prot:5948,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5948,Final Prot!A5948:K5948,2,Q02108,GUCY1A3,4,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5949,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5949,Final Prot!A5949:K5949,2,P28331,NDUFS1,6,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5950,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5950,Final Prot!A5950:K5950,2,Q9H0U3,MAGT1,6,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5951,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5951,Final Prot!A5951:K5951,2,Q9Y3F4,STRAP,10,5,2,2,NA,NA,1.6732769902494901e-06,NA
PMC9633814:Final Prot:5952,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5952,Final Prot!A5952:K5952,2,P20963,CD247,5,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5953,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5953,Final Prot!A5953:K5953,2,P01701,IGLV1-51,14,3,2,2,7.3478696682781598e-06,6.18430027742016e-06,3.9521660411783902e-06,17.094765079779702
PMC9633814:Final Prot:5954,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5954,Final Prot!A5954:K5954,2,Q5M775,SPECC1,2,4,2,2,2.2831976945646799e-06,1.52018225086685e-06,1.5385433474663299e-06,14.1148148863016
PMC9633814:Final Prot:5955,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5955,Final Prot!A5955:K5955,2,P01709,IGLV2-8,14,4,2,1,NA,2.5636746129949e-05,NA,NA
PMC9633814:Final Prot:5956,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5956,Final Prot!A5956:K5956,2,Q8NBF2,NHLRC2,3,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5957,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5957,Final Prot!A5957:K5957,2,A0A0B4J1Y8,IGLV9-49,16,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5958,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5958,Final Prot!A5958:K5958,2,P49795,RGS19,11,4,2,2,1.6087209313703901e-06,1.25781984224228e-06,1.55206550908438e-06,7.3843094316700402
PMC9633814:Final Prot:5959,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5959,Final Prot!A5959:K5959,2,O15173,PGRMC2,7,4,2,2,3.5368458087047101e-06,2.78316671602791e-06,3.1267666195879201e-06,6.9182423228962904
PMC9633814:Final Prot:5960,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5960,Final Prot!A5960:K5960,2,Q16543,CDC37,5,4,2,2,3.9737119744425597e-06,3.5930083425486399e-06,NA,5.0312898580253904
PMC9633814:Final Prot:5961,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5961,Final Prot!A5961:K5961,2,Q9Y251,HPSE,3,4,2,2,2.8714989993016901e-06,9.6998658507968408e-06,1.13312718373712e-05,32.521682446879502
PMC9633814:Final Prot:5962,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5962,Final Prot!A5962:K5962,2,P62195,PSMC5,6,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5963,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5963,Final Prot!A5963:K5963,2,P33527,ABCC1,1,2,2,2,1.05678878013413e-05,1.10568177002233e-05,1.11140924548603e-05,1.58814210308916
PMC9633814:Final Prot:5964,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5964,Final Prot!A5964:K5964,2,Q9BR76,CORO1B,4,2,2,2,2.1060279178145301e-05,2.4695655265210801e-05,2.05683473762777e-05,5.8872145598378198
PMC9633814:Final Prot:5965,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5965,Final Prot!A5965:K5965,2,Q9H2K8,TAOK3,2,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5966,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5966,Final Prot!A5966:K5966,2,P48061,CXCL12,17,2,2,2,8.1380944353404093e-06,8.4080688452748194e-06,6.2029443120923098e-06,9.1577158554118299
PMC9633814:Final Prot:5967,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5967,Final Prot!A5967:K5967,2,P49747,COMP,3,8,2,1,2.50591328844094e-05,2.3601471413943898e-05,2.45815558724649e-05,1.75736613667751
PMC9633814:Final Prot:5968,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5968,Final Prot!A5968:K5968,2,O95466,FMNL1,2,2,2,1,NA,NA,NA,NA
PMC9633814:Final Prot:5969,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5969,Final Prot!A5969:K5969,2,Q96PY5,FMNL2,2,3,2,1,NA,NA,NA,NA
PMC9633814:Final Prot:5970,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5970,Final Prot!A5970:K5970,3,P02724,GYPA,21,25,2,2,0.0002802026490742,0.00026002542780253601,0.000280618379995698,2.4838099379690002
PMC9633814:Final Prot:5971,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5971,Final Prot!A5971:K5971,3,P02652,APOA2,30,23,2,2,6.5355659006663394e-05,5.6205951327808699e-05,5.220671739818e-05,6.7186472081983197
PMC9633814:Final Prot:5972,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5972,Final Prot!A5972:K5972,3,P35542,SAA4,20,55,2,2,0.00080472028976047699,0.00065475037174817505,0.00068868923623323299,6.3407500320167003
PMC9633814:Final Prot:5973,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5973,Final Prot!A5973:K5973,3,O95197,RTN3,5,16,2,2,0.00011390725700197599,0.000119578333364449,0.000112359289726934,1.9034558681446601
PMC9633814:Final Prot:5974,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5974,Final Prot!A5974:K5974,3,Q5SQ64,LY6G6F,14,14,2,2,2.6728868554211899e-05,3.1550136463440402e-05,2.7757021634512001e-05,5.1121183088017697
PMC9633814:Final Prot:5975,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5975,Final Prot!A5975:K5975,3,P50552,VASP,10,13,2,2,1.9510758554537801e-05,3.0101728042615e-05,2.87045517170137e-05,12.725336662951401
PMC9633814:Final Prot:5976,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5976,Final Prot!A5976:K5976,3,Q02094,RHAG,10,17,2,2,6.7547658233148294e-05,6.1873728403957494e-05,6.6513209885696596e-05,2.6712712620487098
PMC9633814:Final Prot:5977,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5977,Final Prot!A5977:K5977,3,Q6UY14,ADAMTSL4,3,14,2,2,3.4920279878412199e-05,3.13106819860001e-05,3.1169961194127498e-05,3.78022665931503
PMC9633814:Final Prot:5978,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5978,Final Prot!A5978:K5978,3,Q4KMQ2,ANO6,5,10,2,2,1.6698666130076499e-05,1.5686458291869202e-05,1.10380080193577e-05,12.0409581883294
PMC9633814:Final Prot:5979,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5979,Final Prot!A5979:K5979,3,P07477,PRSS1,12,21,2,2,0.00227206516748894,0.0022460279462432299,0.00220379943556248,0.88771988514707401
PMC9633814:Final Prot:5980,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5980,Final Prot!A5980:K5980,3,Q7Z794,KRT77,4,59,2,1,0.0017125401534831301,0.00161308395505865,0.00156093862613644,2.7300339864769598
PMC9633814:Final Prot:5981,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5981,Final Prot!A5981:K5981,3,P01768,IGHV3-30,19,13,2,1,NA,NA,NA,NA
PMC9633814:Final Prot:5982,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5982,Final Prot!A5982:K5982,3,Q6DD88,ATL3,7,5,2,2,9.4156277599470698e-06,1.12241873212985e-05,8.5217355901604795e-06,8.1774005867059998
PMC9633814:Final Prot:5983,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5983,Final Prot!A5983:K5983,3,Q07021,C1QBP,14,5,2,2,1.7757183477560699e-05,1.6981852120945401e-05,2.53252964958024e-05,13.292520106581399
PMC9633814:Final Prot:5984,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5984,Final Prot!A5984:K5984,3,P06312,IGKV4-1,20,12,2,2,0.00030085495669929799,0.00029875884429462801,0.000289223958304648,1.20803836622034
PMC9633814:Final Prot:5985,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5985,Final Prot!A5985:K5985,3,P30101,PDIA3,5,9,2,2,3.38952910517342e-05,3.5731634079907199e-05,3.7803785920780499e-05,3.1526447779490399
PMC9633814:Final Prot:5986,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5986,Final Prot!A5986:K5986,3,Q15833,STXBP2,6,6,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5987,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5987,Final Prot!A5987:K5987,3,P27338,MAOB,8,8,2,2,3.5401854881334703e-05,3.3660175448665598e-05,3.1989149405021302e-05,2.9249542327848399
PMC9633814:Final Prot:5988,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5988,Final Prot!A5988:K5988,3,P21926,CD9,10,9,2,2,0.00018912646872965,0.000178510374392364,0.000206616429214976,4.2806914347010503
PMC9633814:Final Prot:5989,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5989,Final Prot!A5989:K5989,3,P07237,P4HB,6,5,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5990,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5990,Final Prot!A5990:K5990,3,Q9NX76,CMTM6,16,10,2,2,1.4169961212945501e-05,4.3971880043193798e-05,3.7371117174303299e-05,28.3846826013453
PMC9633814:Final Prot:5991,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5991,Final Prot!A5991:K5991,3,P26641,EEF1G,6,6,2,2,4.5398557728023e-05,5.5751720295627602e-05,4.5493674484262299e-05,7.0278611678863498
PMC9633814:Final Prot:5992,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5992,Final Prot!A5992:K5992,3,P01624,IGKV3-15,26,9,2,1,3.6171953503546698e-05,3.7977341743871197e-05,3.3870575155544101e-05,3.3005037847591301
PMC9633814:Final Prot:5993,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5993,Final Prot!A5993:K5993,3,O14880,MGST3,18,4,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5994,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5994,Final Prot!A5994:K5994,3,P06241,FYN,8,4,2,1,NA,NA,NA,NA
PMC9633814:Final Prot:5995,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5995,Final Prot!A5995:K5995,3,Q13045,FLII,2,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5996,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5996,Final Prot!A5996:K5996,3,P01701,IGLV1-51,32,8,2,2,2.7781770479500402e-05,2.7260648704464799e-05,2.3668573302786101e-05,4.9281293778109703
PMC9633814:Final Prot:5997,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5997,Final Prot!A5997:K5997,3,Q05209,PTPN12,6,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5998,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5998,Final Prot!A5998:K5998,3,Q9Y2Q3,GSTK1,13,4,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5999,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5999,Final Prot!A5999:K5999,3,Q6KB66,KRT80,6,5,2,1,NA,NA,NA,NA
PMC9633814:Final Prot:6000,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6000,Final Prot!A6000:K6000,3,P38646,HSPA9,4,7,2,2,1.8680482378192099e-05,1.7616673913211299e-05,1.34672372801324e-05,9.5874450623711702
PMC9633814:Final Prot:6001,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6001,Final Prot!A6001:K6001,3,P22695,UQCRC2,6,6,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:6002,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6002,Final Prot!A6002:K6002,3,P01880,IGHD,9,7,2,2,3.5455031837480303e-05,3.37796627399451e-05,3.7657636869549497e-05,3.1515399316941899
PMC9633814:Final Prot:6003,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6003,Final Prot!A6003:K6003,3,A0A0B4J1X8,IGHV3-43,19,5,2,1,8.3075470654828702e-06,9.0643372802500004e-06,9.2860153072826602e-06,3.3334015589593502
PMC9633814:Final Prot:6004,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6004,Final Prot!A6004:K6004,3,P25311,AZGP1,8,6,2,2,2.1891489830182601e-05,2.8793498295992302e-05,2.3897102085161601e-05,8.2453968335703607
PMC9633814:Final Prot:6005,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6005,Final Prot!A6005:K6005,3,Q99798,ACO2,4,4,2,2,1.3813275162055199e-05,1.47610684982357e-05,1.11274406904913e-05,8.2228126596841609
PMC9633814:Final Prot:6006,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6006,Final Prot!A6006:K6006,3,Q08495,DMTN,7,9,2,2,1.8227663731460899e-05,1.94941214260056e-05,1.8165028502321098e-05,2.3241769454205601
PMC9633814:Final Prot:6007,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6007,Final Prot!A6007:K6007,3,P13598,ICAM2,11,4,2,2,1.7027167917978399e-05,1.72582762915616e-05,1.6872568877179301e-05,0.65721047055650705
PMC9633814:Final Prot:6008,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6008,Final Prot!A6008:K6008,3,Q06187,BTK,4,4,2,2,7.3129407601749796e-06,9.7156649879809803e-06,7.7589326500642398e-06,8.9306327607019398
PMC9633814:Final Prot:6009,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6009,Final Prot!A6009:K6009,3,A0A0J9YX35,IGHV3-64D,19,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:6010,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6010,Final Prot!A6010:K6010,3,P04040,CAT,5,4,2,2,4.6975790155680799e-06,4.87959438372472e-06,5.2600236779133097e-06,3.3503063857554198
PMC9633814:Final Prot:6011,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6011,Final Prot!A6011:K6011,3,P50991,CCT4,8,3,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:6012,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6012,Final Prot!A6012:K6012,3,O15144,ARPC2,10,4,2,2,1.1000062773290001e-05,1.36257940283924e-05,1.2970935137465599e-05,6.2963860944227203
PMC9633814:Final Prot:6013,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6013,Final Prot!A6013:K6013,3,P33241,LSP1,13,4,2,2,6.4009429069758696e-06,8.5273537846187202e-06,7.1745603584197898e-06,8.4340059334566408
PMC9633814:Final Prot:6014,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6014,Final Prot!A6014:K6014,3,P02743,APCS,10,6,2,2,4.0266818884510802e-05,3.7635337142597302e-05,3.4966355528264303e-05,4.0670104960423696
PMC9633814:Final Prot:6015,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6015,Final Prot!A6015:K6015,3,Q9H8H3,METTL7A,11,6,2,2,3.3590765860342702e-05,3.3003660374935103e-05,3.0310942356631601e-05,3.125983905514
PMC9633814:Final Prot:6016,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,6016,Final Prot!A6016:K6016,3,O15145,ARPC3,13,5,2,2,7.3259221646073997e-06,7.1839704674299097e-06,7.0282944257700899e-06,1.19715049256735
